Unnamed: 0,serviceCharge,heatingType,newlyConst,balcony,telekomUploadSpeed,totalRent,yearConstructed,scoutId,hasKitchen,cellar,baseRent,livingSpace,condition,petsAllowed,lift,typeOfFlat,noRooms,floorNo,numberOfFloors,garden,regio3,heatingCosts,ParkSpaces,fullAddress,price_category
8648,84.0,self_contained_central_heating,0,0,40.0,1024.0,1908.0,113806581,0,0,940.0,56.0,first_time_use_after_refurbishment,3,0,apartment,2.0,4.0,5.0,0,Neukölln_Neukölln,70.3,0,"Nogatstraße 26, 12051 Berlin, Germany",below_average
8649,108.9,district_heating,0,0,40.0,589.9,1903.0,113767552,1,1,481.0,50.85,modernized,3,0,apartment,1.0,4.0,5.0,0,Wedding_Wedding,35.1,0,"Triftstraße 52, 13353 Berlin, Germany",below_average
8650,90.0,central_heating,0,1,40.0,873.0,1910.0,103332203,0,0,683.0,70.0,well_kept,3,0,apartment,2.0,1.0,4.0,1,Karlshorst_Lichtenberg,100.0,0,"Treskowallee 36, 10318 Berlin, Germany",below_average
8651,285.0,central_heating,0,1,40.0,2280.4,2017.0,109894417,0,0,1890.0,106.0,first_time_use,2,1,ground_floor,3.0,0.0,0.0,1,Wilmersdorf_Wilmersdorf,105.4,0,"Albrecht-Achilles-Straße 65, 10709 Berlin, Germany",above_average
8652,67.16,floor_heating,0,1,32.1,599.61,1980.0,111373417,1,1,482.08,33.58,mint_condition,2,1,apartment,1.0,1.0,6.0,0,Niederschöneweide_Treptow,50.4,0,"Flutstraße 23, 12439 Berlin, Germany",below_average
8653,113.0,central_heating,0,1,40.0,798.0,1930.0,111206590,0,0,607.0,51.62,first_time_use_after_refurbishment,2,0,apartment,2.0,2.0,2.0,0,Siemensstadt_Spandau,78.0,0,"Natalissteig 23, 13629 Berlin, Germany",below_average
8654,219.24,floor_heating,1,1,40.0,2365.95,2017.0,106933986,1,1,2016.96,132.87,first_time_use,3,1,apartment,5.0,1.0,5.0,1,Mitte_Mitte,112.9,0,"Chausseestraße 41A, 10115 Berlin, Germany",above_average
8655,499.22,central_heating,0,1,2.4,1493.5,1980.0,54050502,0,0,1493.5,145.0,well_kept,3,0,apartment,4.0,4.0,5.0,0,Tempelhof_Tempelhof,130.0,0,"Tempelhofer Damm 6, 12101 Berlin, Germany",above_average
8656,300.0,oil_heating,0,1,40.0,1450.0,1961.0,114914565,1,1,1150.0,95.0,well_kept,2,0,apartment,3.5,1.0,3.0,0,Dahlem_Zehlendorf,100.0,0,"Breisacher Straße 14, 14195 Berlin, Germany",above_average
8657,175.0,central_heating,0,0,32.1,1285.0,1980.0,111388348,0,0,1110.0,73.53,first_time_use_after_refurbishment,3,1,apartment,2.0,2.0,3.0,0,Frohnau_Reinickendorf,70.3,0,"Ludolfingerplatz 1c, 13465 Berlin, Germany",above_average
8658,85.0,central_heating,0,0,40.0,710.0,1905.0,107334175,1,1,550.0,44.3,fully_renovated,3,0,apartment,2.0,2.0,4.0,0,Spandau_Spandau,75.0,0,"Zimmerstraße 15, 13595 Berlin, Germany",below_average
8659,291.39,district_heating,0,0,10.0,1253.31,1954.0,105476421,0,0,961.92,88.1,first_time_use_after_refurbishment,2,0,apartment,3.0,1.0,3.0,0,Dahlem_Zehlendorf,123.0,0,"Taylorstr. 15, 14195 Berlin, Germany",below_average
8660,310.0,central_heating,0,1,32.1,1906.0,1980.0,113809102,1,1,1596.0,90.0,first_time_use,2,1,apartment,3.0,1.0,3.0,0,Wilmersdorf_Wilmersdorf,105.4,1,"Brandenburgische Straße 54, 10713 Berlin, Germany",above_average
8661,171.57,central_heating,0,1,40.0,892.2,1907.0,113860402,0,0,720.63,81.5,first_time_use,2,0,apartment,3.0,4.0,3.0,0,Lichtenberg_Lichtenberg,105.4,0,"Wönnichstr. 111, 10317 Berlin, Germany",below_average
8662,222.98,district_heating,1,1,40.0,2497.38,2019.0,114582812,1,1,2162.91,111.49,first_time_use,3,1,penthouse,3.0,5.0,5.0,0,Tiergarten_Tiergarten,111.5,0,"Heidestraße 19, 10557 Berlin, Germany",above_average
8663,100.0,district_heating,0,0,40.0,970.0,1925.0,111014333,1,1,820.0,50.19,well_kept,2,0,apartment,2.0,2.0,4.0,0,Reinickendorf_Reinickendorf,50.0,0,"Zermatter Straße 10, 13407 Berlin, Germany",below_average
8664,234.56,district_heating,0,1,32.1,700.26,1965.0,111245380,0,0,465.7,60.75,modernized,2,1,apartment,2.0,3.0,5.0,0,Spandau_Spandau,75.5,0,"Westerwaldstr. 1, 13589 Berlin, Germany",below_average
8665,236.87,central_heating,1,0,40.0,2138.68,2020.0,114808433,1,1,1776.53,118.44,first_time_use,2,1,roof_storey,4.0,3.0,4.0,0,Friedrichsfelde_Lichtenberg,125.3,1,"Löwenberger Straße  5, 10315 Berlin, Germany",above_average
8666,230.0,district_heating,0,1,40.0,1430.0,1918.0,115705255,0,0,1200.0,102.17,first_time_use_after_refurbishment,2,0,apartment,3.0,1.0,2.0,0,Wedding_Wedding,85.0,0,"Reinickendorfer Str. 48a, 13347 Berlin, Germany",above_average
8667,64.0,floor_heating,0,1,32.1,624.0,1980.0,113591461,1,1,528.0,32.0,first_time_use,2,1,apartment,1.0,3.0,6.0,0,Niederschöneweide_Treptow,32.0,0,"Schnellerstraße 103, 12439 Berlin, Germany",below_average
8668,93.0,central_heating,0,1,40.0,944.0,1910.0,113833900,1,1,771.0,64.25,first_time_use_after_refurbishment,3,0,apartment,2.0,1.0,4.0,0,Köpenick_Köpenick,80.0,0,"Bahnhofstr. 18, 12555 Berlin, Germany",below_average
8669,393.6,central_heating,0,1,32.1,1971.71,1980.0,106656124,1,1,1578.11,92.83,first_time_use,3,1,apartment,2.0,6.0,6.0,0,Tiergarten_Tiergarten,70.3,1,"Am Hamburger Bahnhof 3, 10557 Berlin, Germany",above_average
8670,162.62,district_heating,1,1,32.1,1649.11,2019.0,112349724,1,1,1410.73,81.31,first_time_use,2,1,apartment,3.0,1.0,5.0,0,Tiergarten_Tiergarten,75.8,0,"Heidetsraße 19, 10557 Berlin, Germany",above_average
8671,80.0,gas_heating,0,0,2.4,640.0,1908.0,105853189,1,1,540.0,53.98,refurbished,3,0,apartment,1.0,1.0,4.0,0,Wedding_Wedding,20.0,0,"Osloer Str. 126, 13359 Berlin, Germany",below_average
8672,253.7,central_heating,0,0,10.0,1522.18,1900.0,111094896,0,0,1268.48,79.28,well_kept,2,0,ground_floor,2.0,2.0,5.0,0,Friedrichshain_Friedrichshain,118.9,0,"Simplonstraße 15, 10245 Berlin, Germany",above_average
8673,360.0,central_heating,0,1,40.0,3150.0,1911.0,111196416,1,1,2790.0,166.0,first_time_use_after_refurbishment,2,1,apartment,5.0,3.0,7.0,0,Charlottenburg_Charlottenburg,175.6,0,"Wielandstr. 41, 10629 Berlin, Germany",above_average
8674,150.0,district_heating,0,1,40.0,789.0,1971.0,109466468,0,0,489.0,71.47,modernized,3,0,apartment,2.0,4.0,5.0,0,Waidmannslust_Reinickendorf,150.0,0,"Schluchseestraße 9, 13469 Berlin, Germany",below_average
8675,150.0,central_heating,0,0,40.0,1522.0,1911.0,106263965,1,1,1300.0,104.0,first_time_use,2,0,ground_floor,3.0,2.0,5.0,0,Wilmersdorf_Wilmersdorf,105.4,0,"Pariser Straße 4, 10719 Berlin, Germany",above_average
8676,425.0,district_heating,0,1,40.0,2766.0,1980.0,111257071,1,1,2121.0,157.1,fully_renovated,3,0,apartment,3.0,1.0,3.0,0,Mitte_Mitte,220.0,1,"Neue Schönhauser Str. 15, 10178 Berlin, Germany",above_average
8677,485.0,central_heating,0,1,40.0,2925.5,1980.0,110480559,1,1,2300.0,120.0,first_time_use,2,1,apartment,4.0,6.0,13.0,0,Tiergarten_Tiergarten,140.5,1,"Gabrielle Tergit Promenade 19, 10785 Berlin, Germany",above_average
8678,311.0,central_heating,0,1,40.0,2450.0,1928.0,113660841,0,0,1966.0,173.0,first_time_use,2,1,apartment,5.0,3.0,6.0,0,Schöneberg_Schöneberg,173.0,0,"Martin-Luther-Straße 62, 10779 Berlin, Germany",above_average
8679,236.51,district_heating,0,1,40.0,824.82,1985.0,115639035,0,0,588.31,77.34,first_time_use_after_refurbishment,2,1,apartment,3.0,11.0,4.0,0,Marzahn_Marzahn,64.7,0,"Max-Herrmann-Str. 4, 12687 Berlin, Germany",below_average
8680,150.0,central_heating,0,0,10.0,1630.0,1886.0,104824855,1,1,1480.0,61.0,mint_condition,2,1,loft,2.5,2.0,5.0,1,Tiergarten_Tiergarten,87.8,0,"Perleberger Straße 29, 10559 Berlin, Germany",above_average
8681,191.24,district_heating,0,1,40.0,669.49,1985.0,111091041,0,0,478.25,62.54,first_time_use_after_refurbishment,2,1,apartment,3.0,17.0,7.0,0,Marzahn_Marzahn,52.3,0,"Max-Herrmann-Str. 4, 12687 Berlin, Germany",below_average
8682,150.0,self_contained_central_heating,0,0,40.0,1149.0,1890.0,113686702,0,0,999.0,92.0,well_kept,3,0,apartment,3.0,1.0,5.0,0,Tiergarten_Tiergarten,105.4,0,"Turmstraße 24, 10559 Berlin, Germany",below_average
8683,235.0,district_heating,0,1,32.1,1555.0,2018.0,114742671,1,1,1320.0,73.3,first_time_use,3,1,apartment,2.0,4.0,11.0,0,Tiergarten_Tiergarten,40.0,0,"Gabriele-Tergit-Promenade 21, 10963 Berlin, Germany",above_average
8684,180.0,central_heating,0,1,40.0,963.49,1928.0,107016420,1,1,774.21,68.57,first_time_use,2,0,apartment,2.0,1.0,3.0,0,Britz_Neukölln,70.3,0,"Britzkestr. 1, 12347 Berlin, Germany",below_average
8685,200.0,floor_heating,0,0,40.0,1299.0,1995.0,110275823,0,0,999.0,111.0,well_kept,3,0,maisonette,3.0,3.0,5.0,0,Staaken_Spandau,100.0,0,"Heerstr. 613, 13591 Berlin, Germany",below_average
8686,200.35,floor_heating,1,1,40.0,1794.82,2019.0,111149793,1,1,1594.47,83.0,first_time_use,3,1,roof_storey,3.0,6.0,6.0,0,Schöneberg_Schöneberg,105.4,0,"Lindauer Straße 6, 10781 Berlin, Germany",above_average
8687,281.65,central_heating,0,1,40.0,848.19,1964.0,113863729,0,0,566.54,75.53,first_time_use,2,1,apartment,3.0,1.0,5.0,0,Reinickendorf_Reinickendorf,97.2,0,"Klenzepfad 67, 13407 Berlin, Germany",below_average
8688,134.14,central_heating,0,1,40.0,1515.99,2017.0,110003028,1,1,1189.42,89.43,first_time_use,2,1,apartment,2.5,0.0,3.0,0,Friedrichshain_Friedrichshain,102.4,0,"Corinthstraße  38, 10245 Berlin, Germany",above_average
8689,349.31,floor_heating,0,0,40.0,1619.51,2015.0,113827370,1,1,1270.2,63.51,mint_condition,1,1,apartment,2.0,5.0,7.0,1,Mitte_Mitte,70.3,1,"Leipziger Str. 130, 10117 Berlin, Germany",above_average
8690,160.0,district_heating,0,1,40.0,779.0,1985.0,111385039,0,0,619.0,68.54,well_kept,2,0,apartment,3.0,4.0,3.0,0,Hellersdorf_Hellersdorf,81.0,0,"Kastanienallee 130, 12627 Berlin, Germany",below_average
8691,125.0,central_heating,0,1,40.0,961.0,1997.0,115306337,1,1,720.0,84.79,well_kept,3,0,apartment,3.0,0.0,4.0,0,Marienfelde_Tempelhof,116.0,0,"Malteserstr. 150 a, 12277 Berlin, Germany",below_average
8692,143.39,district_heating,0,0,10.0,590.91,1938.0,107340602,0,0,447.52,43.08,well_kept,2,0,apartment,2.0,2.0,5.0,0,Lichtenberg_Lichtenberg,52.9,0,"Deutschmeisterstr. 19, 10367 Berlin, Germany",below_average
8693,64.86,central_heating,0,1,40.0,755.0,1961.0,107336531,1,1,670.14,30.67,first_time_use,2,0,apartment,1.0,2.0,5.0,0,Tiergarten_Tiergarten,20.0,0,"Lüneburger Straße 13, 10557 Berlin, Germany",below_average
8694,104.0,central_heating,0,0,40.0,908.0,1900.0,86630186,0,0,804.0,33.5,first_time_use,3,0,apartment,1.0,1.0,4.0,0,Kreuzberg_Kreuzberg,35.1,0,"Fidicinstr. 33, 10965 Berlin, Germany",below_average
8695,184.0,central_heating,0,1,10.0,848.12,1995.0,113763025,1,1,664.12,66.88,well_kept,3,0,apartment,2.0,1.0,4.0,0,Friedrichsfelde_Lichtenberg,70.3,0,"Kurze Straße  1c, 10315 Berlin, Germany",below_average
8696,110.0,central_heating,0,1,32.1,909.0,2016.0,103131228,0,0,699.0,61.5,refurbished,2,0,apartment,2.0,2.0,4.0,0,Spandau_Spandau,100.0,0,"Seeburger Straße 83, 13581 Berlin, Germany",below_average
8697,327.33,central_heating,0,1,10.0,1902.33,1911.0,111177283,1,1,1575.0,130.93,well_kept,3,1,apartment,4.0,6.0,7.0,0,Friedrichshain_Friedrichshain,140.5,0,"Rigaer Str. 56, 10247 Berlin, Germany",above_average
8698,500.0,central_heating,0,1,40.0,2900.0,1950.0,113482434,1,1,2400.0,203.0,mint_condition,2,1,apartment,2.5,6.0,6.0,0,Friedrichshain_Friedrichshain,87.8,0,"Frankfurter Allee 5, 10247 Berlin, Germany",above_average
8699,75.0,central_heating,0,1,40.0,900.0,1930.0,115653871,0,0,795.0,63.65,first_time_use,3,0,roof_storey,3.0,3.0,3.0,1,Köpenick_Köpenick,30.0,0,"Mahlsdorfer Str.  59, 12555 Berlin, Germany",below_average
8700,340.0,district_heating,0,0,40.0,1775.0,1980.0,110645578,1,1,1435.0,89.44,refurbished,1,1,roof_storey,2.0,5.0,5.0,0,Friedrichshain_Friedrichshain,175.0,0,"Finowstraße 8a, 10245 Berlin, Germany",above_average
8701,123.48,central_heating,0,1,40.0,717.15,1998.0,107350004,0,0,536.74,73.85,first_time_use,2,1,apartment,3.0,2.0,7.0,0,Oberschöneweide_Köpenick,56.9,0,"Siemensstraße 15, 12459 Berlin, Germany",below_average
8702,90.0,district_heating,1,1,40.0,816.0,2019.0,113807545,0,0,678.0,60.0,first_time_use,3,1,apartment,2.0,4.0,5.0,0,Alt_Hohenschönhausen_Hohenschönhausen,48.0,0,"Genslerstraße 17 A, 13055 Berlin, Germany",below_average
8703,132.46,central_heating,0,1,40.0,1532.76,1896.0,113763904,1,1,1288.22,89.66,first_time_use,2,0,roof_storey,2.0,5.0,5.0,0,Tiergarten_Tiergarten,112.1,0,"Havelberger Straße 16, 10559 Berlin, Germany",above_average
8704,100.0,central_heating,0,1,32.1,895.0,1900.0,111378929,1,1,795.0,54.1,first_time_use_after_refurbishment,3,0,apartment,2.0,2.0,5.0,0,Tiergarten_Tiergarten,70.3,0,"Torfstraße xx, 13353 Berlin, Germany",below_average
8705,285.18,district_heating,0,0,10.0,799.66,1926.0,110342414,0,0,514.48,67.34,well_kept,2,0,apartment,2.0,2.0,6.0,0,Spandau_Spandau,150.4,0,"Zeppelinstr. 89, 13583 Berlin, Germany",below_average
8706,89.0,oil_heating,0,1,40.0,698.0,1961.0,115667245,0,0,544.0,54.38,need_of_renovation,2,0,apartment,2.0,3.0,4.0,0,Spandau_Spandau,65.0,0,"Neuendorfer Str. 10, 13585 Berlin, Germany",below_average
8707,90.0,district_heating,0,1,40.0,1369.0,1906.0,111419674,1,1,1199.0,79.59,first_time_use_after_refurbishment,2,0,apartment,2.5,3.0,5.0,0,Charlottenburg_Charlottenburg,80.0,0,"Kamminer Straße 5, 10589 Berlin, Germany",above_average
8708,140.0,self_contained_central_heating,0,1,40.0,1100.0,1935.0,104096072,0,0,960.0,80.0,first_time_use_after_refurbishment,2,0,apartment,3.0,1.0,4.0,0,Pankow_Pankow,105.4,0,"Damerowstraße 48, 13187 Berlin, Germany",below_average
8709,80.0,central_heating,0,1,32.1,919.0,1997.0,115371259,1,1,759.0,76.0,well_kept,3,0,apartment,3.0,3.0,3.0,0,Köpenick_Köpenick,80.0,0,"Salvador-Allende-Str. 76R, 12559 Berlin, Germany",below_average
8710,90.0,central_heating,0,1,2.4,569.0,1978.0,111820966,0,0,429.0,43.0,modernized,3,1,apartment,1.0,1.0,6.0,0,Lichtenrade_Tempelhof,50.0,0,"Groß-Ziethener-Straße 98, 12309 Berlin, Germany",below_average
8711,124.8,floor_heating,1,1,40.0,1053.0,2018.0,111414548,0,0,865.8,77.0,first_time_use,3,1,apartment,3.0,2.0,8.0,0,Friedrichsfelde_Lichtenberg,62.4,0,"Dolgenseestraße 32, 10319 Berlin, Germany",below_average
8712,156.0,floor_heating,0,1,40.0,1940.0,2017.0,113863969,1,1,1699.0,85.0,mint_condition,2,1,apartment,3.0,3.0,6.0,0,Prenzlauer_Berg_Prenzlauer_Berg,85.0,0,"Straßburger Straße 31, 10405 Berlin, Germany",above_average
8713,84.0,central_heating,0,1,40.0,592.8,1955.0,115668240,0,0,448.8,51.0,well_kept,2,0,apartment,2.0,2.0,4.0,0,Spandau_Spandau,60.0,0,"Falkenhagener Str. 11, 13585 Berlin, Germany",below_average
8714,85.0,central_heating,0,0,40.0,416.38,1963.0,115441402,0,0,276.38,38.0,well_kept,3,0,apartment,1.0,0.0,6.0,0,Buckow_Neukölln,55.0,0,"Distelfinkweg 26, 12357 Berlin, Germany",below_average
8715,120.0,central_heating,0,0,40.0,690.0,1963.0,113737119,1,1,570.0,45.0,mint_condition,3,0,raised_ground_floor,1.5,0.0,3.0,0,Reinickendorf_Reinickendorf,52.7,0,"Schwabstraße 9a, 13409 Berlin, Germany",below_average
8716,105.0,stove_heating,0,0,10.0,869.83,1900.0,85424936,0,0,764.83,69.53,need_of_renovation,3,0,apartment,2.0,2.0,5.0,0,Friedrichshain_Friedrichshain,70.3,0,"Seumestraße 13 a, 10245 Berlin, Germany",below_average
8717,1000.0,district_heating,0,1,5.0,7000.0,2011.0,106300141,1,1,6000.0,300.0,mint_condition,1,1,apartment,7.0,3.0,3.0,0,Dahlem_Zehlendorf,245.9,1,"Englerallee 42, 14195 Berlin, Germany",above_average
8718,237.0,central_heating,0,1,40.0,1496.0,1980.0,115670416,1,1,1259.0,59.0,first_time_use,2,0,apartment,2.0,4.0,4.0,0,Tiergarten_Tiergarten,70.3,1,"Genthiner Straße 46, 10785 Berlin, Germany",above_average
8719,180.0,floor_heating,1,1,40.0,1730.0,2019.0,114123996,0,0,1450.0,79.96,first_time_use,2,1,roof_storey,2.0,7.0,7.0,0,Wilmersdorf_Wilmersdorf,70.3,1,"Katharinenstraße 14, 10711 Berlin, Germany",above_average
8720,95.0,central_heating,0,1,10.0,1404.07,1900.0,89015162,1,1,1209.07,78.87,first_time_use,3,0,roof_storey,2.0,3.0,3.0,0,Mitte_Mitte,100.0,0,"Habersaathstraße 19, 10115 Berlin, Germany",above_average
8721,210.0,central_heating,0,1,40.0,895.0,1986.0,111378469,1,1,685.0,75.0,first_time_use,2,0,roof_storey,2.0,7.0,10.0,1,Lichtenrade_Tempelhof,70.3,0,"Charlottenstr. 31, 12307 Berlin, Germany",below_average
8722,474.39,central_heating,0,0,40.0,2509.28,1996.0,113229161,1,1,2034.89,124.84,first_time_use,3,1,apartment,5.0,1.0,5.0,0,Mitte_Mitte,175.6,0,"Luisenstraße 51, 10117 Berlin, Germany",above_average
8723,115.0,district_heating,0,0,40.0,855.0,1910.0,115695523,1,1,740.0,52.0,first_time_use,2,0,apartment,2.0,1.0,4.0,0,Neukölln_Neukölln,73.0,0,"Treptower Str. 91, 12059 Berlin, Germany",below_average
8724,39.0,district_heating,0,0,40.0,847.3,1910.0,113834424,1,1,790.3,45.16,first_time_use_after_refurbishment,2,0,ground_floor,2.0,0.0,4.0,0,Neukölln_Neukölln,18.0,0,"Nogatstraße 38, 12051 Berlin, Germany",below_average
8725,361.25,district_heating,0,1,10.0,1132.84,1995.0,115522685,0,0,771.59,79.71,well_kept,2,0,apartment,3.0,1.0,3.0,0,Lübars_Reinickendorf,171.9,0,"Kieselbronner Weg 2A, 13469 Berlin, Germany",below_average
8726,140.0,central_heating,1,1,32.1,1469.0,2018.0,105132618,1,1,1228.0,87.72,first_time_use,3,1,apartment,3.0,2.0,2.0,0,Marienfelde_Tempelhof,101.0,0,"Marienfelder Allee 85, 12277 Berlin, Germany",above_average
8727,157.67,central_heating,0,0,40.0,563.68,1980.0,111294656,0,0,406.01,47.15,first_time_use,2,0,apartment,2.0,15.0,5.0,0,Marzahn_Marzahn,46.7,0,"Bärensteinstr. 44, 12685 Berlin, Germany",below_average
8728,109.0,central_heating,0,1,40.0,1794.44,1910.0,115635780,1,1,1545.64,90.92,first_time_use,3,0,roof_storey,3.0,5.0,5.0,0,Friedrichshain_Friedrichshain,118.0,0,"Richard-Sorge-Straße 63, 10249 Berlin, Germany",above_average
8729,95.0,district_heating,0,0,40.0,1100.0,1957.0,111415658,1,1,925.0,47.53,first_time_use,2,0,ground_floor,2.0,2.0,5.0,0,Tiergarten_Tiergarten,80.0,1,"Alt-Moabit 113, 10559 Berlin, Germany",below_average
8730,366.0,central_heating,0,1,2.4,3494.5,2017.0,113598524,1,1,2988.0,132.56,mint_condition,2,1,apartment,4.0,3.0,3.0,1,Charlottenburg_Charlottenburg,140.5,1,"Bleibtreustraße 25, 10707 Berlin, Germany",above_average
8731,322.0,combined_heat_and_power_plant,1,1,32.1,1565.0,2018.0,111352638,1,1,1243.0,103.72,first_time_use,2,0,apartment,4.0,1.0,2.0,0,Grünau_Köpenick,185.0,1,"Waldkiefernring 13, 12527 Berlin, Germany",above_average
8732,140.0,central_heating,0,1,40.0,650.0,1980.0,113867948,0,0,510.0,50.0,modernized,3,0,apartment,1.0,1.0,4.0,0,Weißensee_Weißensee,35.1,0,"Bizetstr. 86, 13088 Berlin, Germany",below_average
8733,162.0,central_heating,0,0,40.0,938.0,1890.0,111379656,1,1,776.0,75.65,modernized,3,0,apartment,3.5,1.0,4.0,0,Spandau_Spandau,122.9,0,"Groenerstr. 19, 13585 Berlin, Germany",below_average
8734,256.0,central_heating,1,1,32.1,1819.0,2018.0,106751997,1,1,1563.0,94.71,first_time_use,2,1,apartment,3.0,2.0,7.0,1,Mitte_Mitte,105.4,1,"Neue Grünstraße 19c, 10179 Berlin, Germany",above_average
8735,250.0,oil_heating,0,1,40.0,1995.0,1929.0,106235120,0,0,1585.0,176.0,first_time_use,2,1,apartment,6.0,1.0,5.0,0,Charlottenburg_Charlottenburg,160.0,0,"Brixplatz 2, 14052 Berlin, Germany",above_average
8736,238.0,district_heating,0,1,40.0,1137.0,1997.0,112956250,0,0,899.0,86.87,first_time_use,2,0,apartment,4.0,1.0,5.0,0,Karow_Weißensee,79.0,0,"Röländer Str. 44, 13125 Berlin, Germany",below_average
8737,150.0,central_heating,0,0,40.0,790.0,1900.0,113818221,0,0,640.0,74.06,negotiable,3,0,apartment,2.0,4.0,4.0,0,Spandau_Spandau,50.0,0,"Kurstraße 1, 13585 Berlin, Germany",below_average
8738,161.0,central_heating,0,1,32.1,1342.0,1980.0,113372799,1,1,1181.0,53.68,first_time_use,2,1,apartment,2.0,3.0,7.0,1,Mitte_Mitte,70.3,0,"Zinnowitzer Straße 5, 10115 Berlin, Germany",above_average
8739,160.0,self_contained_central_heating,0,1,40.0,1351.4,1903.0,113148513,0,0,1086.0,108.57,mint_condition,3,0,apartment,3.0,2.0,5.0,0,Johannisthal_Treptow,105.4,0,"Königsheideweg 264, 12487 Berlin, Germany",below_average
8740,230.0,floor_heating,0,1,40.0,2015.0,2016.0,90193501,1,1,1785.0,117.0,mint_condition,2,1,apartment,4.0,4.0,5.0,1,Friedrichshain_Friedrichshain,140.5,1,"Alt-Stralau 44a, 10245 Berlin, Germany",above_average
8741,128.0,floor_heating,0,1,40.0,1060.87,2011.0,113484564,1,1,856.87,63.85,well_kept,2,1,apartment,2.0,3.0,4.0,0,Niederschönhausen_Pankow,76.0,1,"Heinrich-Böll-Straße 3 B, 13156 Berlin, Germany",below_average
8742,50.0,central_heating,0,1,32.1,660.0,1980.0,111418015,1,1,610.0,8.0,modernized,2,0,apartment,1.0,4.0,5.0,0,Tiergarten_Tiergarten,35.1,0,"Klara Franke Strasse 12, 10557 Berlin, Germany",below_average
8743,122.0,self_contained_central_heating,0,1,40.0,881.0,1999.0,43540962,0,0,699.0,80.0,negotiable,2,0,roof_storey,2.5,4.0,4.0,1,Buch_Pankow,60.0,0,"Viereckweg 88, 13125 Berlin, Germany",below_average
8744,187.0,central_heating,0,1,40.0,1109.44,1994.0,111374487,0,0,922.44,76.87,well_kept,3,0,apartment,3.0,1.0,5.0,0,Weißensee_Weißensee,105.4,1,"Liebermannstr. 30 F, 13088 Berlin, Germany",below_average
8745,200.0,floor_heating,1,1,40.0,1690.0,2019.0,110127715,1,1,1490.0,77.0,first_time_use,2,1,apartment,3.0,2.0,5.0,0,Tiergarten_Tiergarten,105.4,0,"Keithstr. 34, 10787 Berlin, Germany",above_average
8746,187.0,self_contained_central_heating,0,1,40.0,1030.0,1928.0,115586773,0,0,796.0,67.76,first_time_use_after_refurbishment,3,0,apartment,2.5,2.0,3.0,0,Tempelhof_Tempelhof,47.0,0,"Gottlieb-Dunkel-Str. 55 a, 12099 Berlin, Germany",below_average
8747,70.0,self_contained_central_heating,0,1,40.0,595.0,1900.0,107092753,0,0,525.0,37.53,first_time_use,2,0,apartment,1.0,4.0,4.0,0,Tiergarten_Tiergarten,35.1,0,"Berlichingenstr. 5, 10553 Berlin, Germany",below_average
8748,36.0,central_heating,0,0,40.0,412.74,1983.0,111274798,0,0,337.74,32.32,first_time_use,2,0,apartment,1.0,9.0,5.0,0,Friedrichsfelde_Lichtenberg,39.0,0,"Alt-Friedrichsfelde 46, 10315 Berlin, Germany",below_average
8749,50.0,central_heating,0,1,40.0,830.0,1980.0,115614043,1,1,780.0,14.0,modernized,2,0,apartment,1.0,1.0,5.0,0,Mitte_Mitte,35.1,0,"Chausseestraße 58, 10115 Berlin, Germany",below_average
8750,100.0,gas_heating,0,1,40.0,1450.0,1980.0,113423032,1,1,1350.0,75.0,fully_renovated,2,0,apartment,2.0,3.0,5.0,0,Charlottenburg_Charlottenburg,70.3,0,"Herder 6, 10625 Berlin, Germany",above_average
8751,51.61,central_heating,0,0,40.0,331.95,1980.0,113805352,0,0,254.65,32.56,well_kept,2,1,apartment,1.0,5.0,11.0,0,Neu_Hohenschönhausen_Hohenschönhausen,25.7,0,"Ribnitzer Straße 19, 13051 Berlin, Germany",below_average
8752,73.25,district_heating,0,1,40.0,422.32,1980.0,111015236,0,0,306.37,43.0,well_kept,3,1,apartment,2.0,8.0,6.0,0,Marzahn_Marzahn,42.7,0,"Trusetaler Str. 61, 12687 Berlin, Germany",below_average
8753,160.0,district_heating,0,1,40.0,1110.0,1969.0,113867572,1,1,860.0,91.0,well_kept,3,1,apartment,3.0,7.0,2.0,0,Charlottenburg_Charlottenburg,90.0,0,"Angerburger Allee 43, 14055 Berlin, Germany",below_average
8754,97.0,central_heating,0,1,40.0,522.87,1111.0,115590265,0,0,365.87,51.97,first_time_use,2,0,apartment,2.0,2.0,4.0,0,Reinickendorf_Reinickendorf,60.0,0,"Waldowstr. 19, 13403 Berlin, Germany",below_average
8755,83.0,central_heating,0,0,40.0,611.0,1897.0,115232810,0,0,528.0,40.69,modernized,3,0,apartment,1.0,4.0,6.0,0,Tiergarten_Tiergarten,30.0,0,"Stephanstraße 6, 10559 Berlin, Germany",below_average
8756,128.0,district_heating,0,1,40.0,717.0,1996.0,111031802,1,1,589.0,45.43,modernized,2,0,apartment,1.5,1.0,7.0,0,Französisch_Buchholz_Pankow,73.0,0,"Arnouxstraße 41, 13127 Berlin, Germany",below_average
8757,159.0,central_heating,0,1,2.4,1018.0,1903.0,113274330,0,0,824.0,58.0,mint_condition,2,0,apartment,2.0,3.0,4.0,0,Lichterfelde_Steglitz,35.0,1,"Manteuffelstrasse 28, 12203 Berlin, Germany",below_average
