Unnamed: 0,serviceCharge,heatingType,newlyConst,balcony,telekomUploadSpeed,totalRent,yearConstructed,scoutId,hasKitchen,cellar,baseRent,livingSpace,condition,petsAllowed,lift,typeOfFlat,noRooms,floorNo,numberOfFloors,garden,regio3,heatingCosts,ParkSpaces,fullAddress,price_category
2753,215.72,central_heating,0,1,40.0,1548.4,1972.0,111283831,0,0,1226.8,156.86,first_time_use,2,1,apartment,5.0,10.0,10.0,0,Köpenick_Köpenick,105.9,0,"Pablo-Neruda-Straße 27, 12559 Berlin, Germany",above_average
2754,190.0,district_heating,1,1,32.1,1465.0,2020.0,115708639,1,1,1275.0,63.7,first_time_use,2,1,apartment,2.0,5.0,7.0,0,Mitte_Mitte,70.3,0,"Wallstraße 18, 10179 Berlin, Germany",above_average
2755,182.89,central_heating,0,1,40.0,1680.0,1980.0,115610529,0,0,1400.0,95.0,first_time_use,2,1,roof_storey,4.0,2.0,10.0,0,Spandau_Spandau,140.5,0,"Feldstraße 48, 13585 Berlin, Germany",above_average
2756,75.21,central_heating,0,0,40.0,800.0,1910.0,115564639,1,1,670.38,48.15,first_time_use,2,0,apartment,1.0,1.0,6.0,0,Treptow_Treptow,54.4,0,"Karl-Kunger-Straße 17, 12435 Berlin, Germany",below_average
2757,161.98,district_heating,0,1,32.1,665.12,1890.0,111391674,0,0,503.14,54.57,first_time_use,2,0,ground_floor,2.0,0.0,3.0,0,Weißensee_Weißensee,65.5,0,"Streustraße 15, 13086 Berlin, Germany",below_average
2758,153.0,central_heating,0,1,32.1,647.0,1980.0,114431517,1,1,530.0,23.37,first_time_use,2,1,apartment,1.0,1.0,6.0,0,Schöneberg_Schöneberg,35.1,0,"Wexstraße 13, 10825 Berlin, Germany",below_average
2759,115.17,central_heating,0,1,10.0,784.58,1989.0,103129890,0,0,611.83,71.98,first_time_use_after_refurbishment,3,0,apartment,3.0,4.0,6.0,0,Hellersdorf_Hellersdorf,57.6,0,"Fercher Straße 22, 12629 Berlin, Germany",below_average
2760,87.0,central_heating,0,1,40.0,1133.0,1906.0,113827411,0,0,975.0,67.21,first_time_use,3,0,apartment,2.0,4.0,5.0,0,Tiergarten_Tiergarten,71.0,0,"Berlichingenstr. 18, 10553 Berlin, Germany",below_average
2761,114.75,central_heating,0,0,40.0,924.75,1980.0,106657167,0,0,810.0,67.5,first_time_use,3,0,apartment,2.0,3.0,3.0,0,Karlshorst_Lichtenberg,70.3,0,"Heiligenberger Straße 6, 10318 Berlin, Germany",below_average
2762,158.3,central_heating,0,1,2.4,741.87,1980.0,111404806,0,0,505.67,77.32,first_time_use,2,1,apartment,3.0,13.0,18.0,0,Marzahn_Marzahn,77.9,0,"Blenheimstraße 27, 12685 Berlin, Germany",below_average
2763,72.0,central_heating,0,1,2.4,970.0,1900.0,113690148,1,1,830.0,66.5,fully_renovated,3,0,apartment,1.0,1.0,4.0,0,Wilmersdorf_Wilmersdorf,68.0,0,"Uhlandstr. 159, 10719 Berlin, Germany",below_average
2764,100.0,night_storage_heater,0,1,40.0,452.0,1973.0,111368550,0,0,352.0,44.47,fully_renovated,3,1,apartment,1.0,4.0,12.0,0,Staaken_Spandau,0.0,0,"Loschwitzer Weg 20, 13593 Berlin, Germany",below_average
2765,115.0,central_heating,0,1,40.0,1367.0,1998.0,111368320,0,0,1154.0,88.77,fully_renovated,3,0,apartment,3.0,1.0,4.0,0,Weißensee_Weißensee,98.0,0,"Max-Steinke-Straße 23a, 13086 Berlin, Germany",above_average
2766,150.0,central_heating,0,1,32.1,1090.0,1997.0,107312796,1,1,940.0,43.0,first_time_use,2,1,apartment,2.0,6.0,6.0,0,Mitte_Mitte,70.3,1,"Alte Jakobstraße 78a, 10179 Berlin, Germany",below_average
2767,97.2,floor_heating,1,1,40.0,1428.1,2018.0,113618615,0,0,1258.0,81.0,first_time_use_after_refurbishment,3,1,apartment,3.0,6.0,6.0,0,Prenzlauer_Berg_Prenzlauer_Berg,72.9,0,"Schwedter Straße 11, 10119 Berlin, Germany",above_average
2768,135.26,district_heating,1,1,32.1,1533.72,2019.0,113652926,1,1,1335.69,67.63,first_time_use,3,1,ground_floor,2.0,0.0,5.0,1,Tiergarten_Tiergarten,62.8,0,"Heidestraße 19, 10557 Berlin, Germany",above_average
2769,50.0,central_heating,0,0,40.0,950.0,1908.0,111370182,1,1,850.0,38.1,refurbished,2,0,ground_floor,1.0,0.0,5.0,0,Neukölln_Neukölln,50.0,0,"Schillerpromenade 25, 12049 Berlin, Germany",below_average
2770,219.0,central_heating,0,1,40.0,1685.0,1910.0,94746419,0,0,1466.0,91.6,first_time_use,3,0,apartment,3.0,3.0,6.0,0,Charlottenburg_Charlottenburg,105.4,0,"Wielandstr. 13, 10629 Berlin, Germany",above_average
2771,125.0,heat_pump,0,1,40.0,955.0,2016.0,115627394,1,1,830.0,50.1,mint_condition,2,1,apartment,2.0,1.0,4.0,1,Lichterfelde_Steglitz,70.3,0,"Unter den Eichen 95, 12203 Berlin, Germany",below_average
2772,122.57,central_heating,0,1,32.1,713.14,1992.0,110790503,0,0,513.66,60.43,first_time_use,2,0,apartment,2.0,2.0,6.0,0,Spandau_Spandau,76.9,0,"Radelandstraße 40, 13589 Berlin, Germany",below_average
2773,125.0,gas_heating,0,1,40.0,1874.0,1900.0,113572699,1,1,1679.0,92.34,refurbished,2,1,apartment,3.0,2.0,5.0,0,Prenzlauer_Berg_Prenzlauer_Berg,70.0,0,"Danziger Straße 16, 10435 Berlin, Germany",above_average
2774,85.0,central_heating,0,1,40.0,889.86,1996.0,106748113,1,1,740.86,70.29,fully_renovated,2,0,ground_floor,3.0,0.0,4.0,1,Karlshorst_Lichtenberg,64.0,0,"Wandlitzstraße 23-25, 10318 Berlin, Germany",below_average
2775,182.89,central_heating,1,1,40.0,1165.5,2019.0,110943998,1,1,1165.5,111.0,first_time_use,2,0,roof_storey,4.0,3.0,3.0,1,Staaken_Spandau,140.5,1,"Schulstraße 13-21, 13591 Berlin, Germany",above_average
2776,90.0,central_heating,0,1,40.0,840.0,1997.0,107028990,1,1,660.0,66.0,fully_renovated,2,0,roof_storey,3.0,2.0,2.0,0,Altglienicke_Treptow,90.0,0,"Gustelstr. 13, 12524 Berlin, Germany",below_average
2777,170.0,floor_heating,0,1,32.1,2529.81,2018.0,113072281,1,1,2274.81,90.02,first_time_use,3,1,apartment,3.0,7.0,7.0,0,Mitte_Mitte,85.0,1,"Zimmerstraße 94, 10969 Berlin, Germany",above_average
2778,160.0,self_contained_central_heating,0,1,2.4,970.0,1900.0,113285593,0,0,810.0,60.0,first_time_use,2,0,apartment,2.0,5.0,5.0,0,Neukölln_Neukölln,70.3,0,"Sonnenallee 40, 12045 Berlin, Germany",below_average
2779,59.88,floor_heating,0,1,40.0,938.12,1980.0,113864585,1,1,838.32,39.92,mint_condition,2,1,apartment,1.0,6.0,11.0,0,Friedrichshain_Friedrichshain,39.9,0,"Stralauer Platz 37, 10243 Berlin, Germany",below_average
2780,147.15,central_heating,0,0,40.0,599.0,1980.0,115628874,1,1,451.85,21.64,first_time_use,2,0,ground_floor,1.0,0.0,2.0,0,Oberschöneweide_Köpenick,35.1,0,"Schillerpromenade 1, 12459 Berlin, Germany",below_average
2781,236.0,district_heating,0,1,40.0,1135.0,1996.0,112289933,1,1,899.0,86.51,modernized,2,0,ground_floor,4.0,0.0,6.0,0,Französisch_Buchholz_Pankow,138.0,0,"Arnouxstraße 31, 13127 Berlin, Germany",below_average
2782,495.0,oil_heating,0,1,40.0,1850.0,1966.0,109133519,1,1,1355.0,96.0,refurbished,3,1,apartment,4.0,8.0,12.0,0,Charlottenburg_Charlottenburg,140.5,1,"Eden-Haus, Budapester Straße 41, 10787 Berlin, Germany",above_average
2783,87.0,central_heating,0,1,40.0,837.0,1980.0,113704133,1,1,750.0,21.0,first_time_use_after_refurbishment,1,1,ground_floor,1.0,1.0,7.0,0,Mitte_Mitte,35.1,0,"Otto-Braun-Straße 69, 10178 Berlin, Germany",below_average
2784,222.51,central_heating,0,0,40.0,703.77,1989.0,113791096,0,0,481.26,69.75,modernized,2,0,apartment,3.0,2.0,3.0,0,Hellersdorf_Hellersdorf,85.9,0,"Alte Hellersdorfer Str. 127, 12629 Berlin, Germany",below_average
2785,170.0,district_heating,0,1,40.0,705.46,1971.0,115397465,0,0,465.46,68.0,well_kept,3,1,apartment,2.5,15.0,5.0,0,Neukölln_Neukölln,70.0,0,"Sonnenallee 279, 12057 Berlin, Germany",below_average
2786,150.0,floor_heating,1,1,40.0,1296.6,2018.0,110278467,1,1,1041.6,65.1,first_time_use,3,1,ground_floor,2.0,4.0,5.0,0,Neukölln_Neukölln,105.0,1,"Delbrückstraße 43, 12051 Berlin, Germany",below_average
2787,136.0,central_heating,0,1,40.0,1056.48,1900.0,107375346,0,0,855.48,76.97,first_time_use,2,0,apartment,3.0,1.0,5.0,0,Wedding_Wedding,65.0,0,"Soldiner Straße 5, 13359 Berlin, Germany",below_average
2788,220.0,central_heating,0,1,40.0,2538.0,1900.0,104856122,0,0,2062.5,137.5,refurbished,3,1,apartment,4.0,2.0,5.0,0,Mitte_Mitte,152.0,0,"Scharnhorststraße 25, 10115 Berlin, Germany",above_average
2789,85.0,district_heating,0,1,5.0,850.0,1975.0,106640652,1,1,725.0,42.2,first_time_use,2,1,apartment,1.0,5.0,6.0,0,Tiergarten_Tiergarten,40.0,0,"Bachstraße 5, 10555 Berlin, Germany",below_average
2790,79.16,district_heating,1,1,2.4,699.19,2019.0,111417975,0,0,577.83,52.77,well_kept,2,1,other,2.0,10.0,4.0,0,Marzahn_Marzahn,42.2,0,"Kienbergstr. 21, 12685 Berlin, Germany",below_average
2791,250.0,central_heating,0,1,2.4,2450.0,1910.0,113268644,1,1,2200.0,143.0,well_kept,3,1,apartment,4.0,3.0,5.0,0,Prenzlauer_Berg_Prenzlauer_Berg,140.5,0,"Lychener Str. 2, 10437 Berlin, Germany",above_average
2792,175.6,district_heating,0,0,40.0,615.38,1939.0,113864672,0,0,439.78,42.12,modernized,2,0,apartment,1.5,1.0,3.0,0,Wittenau_Reinickendorf,73.7,0,"Am Klauswerder 9, 13437 Berlin, Germany",below_average
2793,281.66,central_heating,0,0,10.0,781.04,1927.0,105173602,0,0,499.38,71.34,well_kept,2,0,apartment,2.0,3.0,3.0,0,Spandau_Spandau,141.6,0,"Zeppelinstr. 100, 13583 Berlin, Germany",below_average
2794,40.0,central_heating,0,0,40.0,535.0,1900.0,107060561,0,0,400.0,30.0,first_time_use,3,0,apartment,1.0,4.0,4.0,0,Prenzlauer_Berg_Prenzlauer_Berg,95.0,0,"Cotheniusstraße 7, 10407 Berlin, Germany",below_average
2795,446.1,combined_heat_and_power_plant,0,1,10.0,2379.1,2014.0,77481540,1,1,1933.0,148.7,mint_condition,3,1,apartment,4.0,1.0,6.0,1,Tiergarten_Tiergarten,140.5,1,"Pohlstr. 4, 10785 Berlin, Germany",above_average
2796,300.0,central_heating,0,1,10.0,3275.0,2006.0,65532703,1,1,2975.0,150.0,mint_condition,2,1,ground_floor,5.0,6.0,6.0,1,Mitte_Mitte,175.6,1,"Caroline-v-Humboldtweg 8, 10117 Berlin, Germany",above_average
2797,131.28,district_heating,0,1,40.0,1098.25,1980.0,106782508,1,1,946.97,64.42,refurbished,3,1,apartment,2.0,2.0,6.0,0,Neukölln_Neukölln,20.0,1,"Maybachufer 41, 12047 Berlin, Germany",below_average
2798,60.0,central_heating,0,0,2.4,1300.0,1905.0,107064230,1,1,1180.0,47.62,first_time_use,2,0,apartment,2.0,2.0,5.0,0,Kreuzberg_Kreuzberg,60.0,0,"Dresdener Straße 23, 10999 Berlin, Germany",above_average
2799,150.0,self_contained_central_heating,0,1,40.0,954.0,1993.0,112319057,1,1,804.0,67.0,mint_condition,3,1,apartment,2.0,2.0,5.0,0,Weißensee_Weißensee,70.3,1,"Rennbahnstraße 22-23, 13086 Berlin, Germany",below_average
2800,240.0,district_heating,0,1,10.0,1400.0,1956.0,113744991,1,1,1160.0,80.0,modernized,2,1,apartment,3.5,3.0,12.0,1,Schöneberg_Schöneberg,122.9,0,"Traegerstraße 1, 12159 Berlin, Germany",above_average
2801,150.0,central_heating,0,1,40.0,983.0,1999.0,108300979,1,1,833.0,87.4,well_kept,2,0,apartment,3.0,2.0,3.0,0,Mahlsdorf_Hellersdorf,105.4,0,"Hultschiner Damm 44, 12623 Berlin, Germany",below_average
2802,142.0,floor_heating,0,1,40.0,1289.05,2018.0,115693053,1,1,1048.05,61.65,first_time_use,3,1,apartment,2.0,3.0,5.0,0,Neukölln_Neukölln,99.0,1,"Delbrückstraße 41, 12051 Berlin, Germany",below_average
2803,310.0,floor_heating,0,1,40.0,3500.5,2016.0,113467312,0,0,3050.0,135.34,first_time_use,2,1,apartment,4.0,5.0,6.0,0,Friedrichshain_Friedrichshain,140.5,1,"Stralauer Allee 14, 10245 Berlin, Germany",above_average
2804,86.0,district_heating,0,1,40.0,585.0,1984.0,113813449,0,0,499.0,37.17,modernized,2,1,apartment,1.0,6.0,4.0,0,Friedrichsfelde_Lichtenberg,45.0,0,"Rhinstraße 11, 10315 Berlin, Germany",below_average
2805,201.5,district_heating,1,1,40.0,2231.61,2019.0,113236809,1,1,1929.36,100.75,first_time_use,3,1,penthouse,3.0,5.0,5.0,0,Tiergarten_Tiergarten,100.8,0,"Heidestraße 19, 10557 Berlin, Germany",above_average
2806,281.0,central_heating,0,1,32.1,1845.0,1980.0,113807685,1,1,1545.0,101.0,first_time_use,2,1,apartment,3.0,4.0,5.0,0,Tiergarten_Tiergarten,105.4,1,"Agricolastraße 23, 10555 Berlin, Germany",above_average
2807,200.0,district_heating,0,1,2.4,1500.0,1980.0,111307792,1,1,1150.0,75.0,mint_condition,2,1,apartment,2.0,4.0,7.0,0,Mitte_Mitte,70.3,1,"Neue Grünstr 33, 10179 Berlin, Germany",above_average
2808,466.0,central_heating,0,1,40.0,3263.0,2017.0,115627164,1,1,2797.0,133.19,first_time_use_after_refurbishment,2,1,apartment,2.0,2.0,22.0,0,Mitte_Mitte,70.3,0,"Kommandantenstraße 75, 10117 Berlin, Germany",above_average
2809,110.0,floor_heating,0,1,32.1,951.0,1980.0,113379828,1,1,759.0,69.01,first_time_use,3,1,apartment,3.0,5.0,7.0,0,Hellersdorf_Hellersdorf,82.0,0,"Martin-Riesenburger-Straße 44, 12627 Berlin, Germany",below_average
2810,77.0,central_heating,0,0,40.0,498.63,1915.0,111351524,0,0,421.63,38.33,well_kept,3,0,apartment,1.0,1.0,4.0,0,Wedding_Wedding,35.1,0,"Soldiner Straße 34, 13359 Berlin, Germany",below_average
2811,253.37,district_heating,0,1,40.0,766.44,1989.0,115673224,0,0,513.07,70.44,modernized,2,1,apartment,3.0,10.0,5.0,0,Hellersdorf_Hellersdorf,105.4,0,"Zossener Str. 97, 12629 Berlin, Germany",below_average
2812,50.0,central_heating,0,1,40.0,990.0,1980.0,115640014,1,1,940.0,16.0,modernized,2,0,apartment,1.0,4.0,3.0,0,Tiergarten_Tiergarten,35.1,0,"Joseph-von-Eichendorff-Gasse 1, 10785 Berlin, Germany",below_average
2813,179.0,central_heating,0,0,10.0,999.0,1900.0,114619888,1,1,820.0,42.0,refurbished,3,0,apartment,1.0,3.0,5.0,0,Friedrichshain_Friedrichshain,89.5,0,"Simon-Dach-Str. 22, 10245 Berlin, Germany",below_average
2814,454.89,district_heating,0,1,40.0,3739.01,1991.0,114178861,1,1,3101.55,206.77,well_kept,3,0,maisonette,3.0,2.0,3.0,1,Grunewald_Wilmersdorf,182.6,0,"Koenigsallee 19a, 14193 Berlin, Germany",above_average
2815,173.4,central_heating,1,1,40.0,2312.0,2018.0,108884702,0,0,1965.2,115.6,first_time_use,3,1,apartment,4.0,2.0,6.0,0,Mitte_Mitte,173.4,1,"Boyenstraße 31, 10115 Berlin, Germany",above_average
2816,50.0,central_heating,0,0,40.0,540.0,1880.0,113832575,0,0,465.0,35.0,well_kept,3,0,apartment,1.0,4.0,6.0,0,Kreuzberg_Kreuzberg,25.0,0,"Friesenstr. 11, 10965 Berlin, Germany",below_average
2817,128.09,central_heating,0,1,40.0,720.7,2016.0,111368663,0,0,592.61,55.0,first_time_use,2,0,apartment,2.0,5.0,4.0,0,Alt_Hohenschönhausen_Hohenschönhausen,70.3,0,"Große-Leege-Straße 107, 13055 Berlin, Germany",below_average
2818,151.0,central_heating,0,0,40.0,799.0,1905.0,82595192,1,1,648.0,51.84,modernized,3,0,ground_floor,2.0,0.0,4.0,0,Wedding_Wedding,44.0,0,"Luxemburger Str. 33, 13353 Berlin, Germany",below_average
2819,214.94,central_heating,0,1,40.0,2415.19,2017.0,104623325,1,1,2049.05,143.29,first_time_use,2,1,roof_storey,4.0,0.0,5.0,0,Friedrichshain_Friedrichshain,151.2,1,"Corinthstraße  38, 10245 Berlin, Germany",above_average
2820,140.0,self_contained_central_heating,0,1,40.0,660.0,1906.0,113610217,1,1,520.0,65.0,modernized,2,0,apartment,2.0,3.0,4.0,0,Reinickendorf_Reinickendorf,70.3,0,"Amendestr. 106, 13409 Berlin, Germany",below_average
2821,145.0,central_heating,0,1,40.0,567.35,1960.0,58970407,1,1,427.35,61.05,modernized,3,0,apartment,2.0,2.0,3.0,0,Spandau_Spandau,45.0,0,"Dyrotzer Str. 3, 13583 Berlin, Germany",below_average
2822,180.0,central_heating,0,0,40.0,1380.0,1898.0,95359409,1,1,1200.0,80.0,mint_condition,2,0,apartment,3.0,2.0,4.0,1,Wedding_Wedding,90.0,0,"Freienwalder Strasse 8, 13359 Berlin, Germany",above_average
2823,71.0,central_heating,0,0,40.0,576.0,2018.0,109893787,1,1,505.0,18.25,mint_condition,2,1,apartment,1.0,3.0,4.0,0,Wedding_Wedding,35.1,0,"Gerichtstraße 65-68, 13347 Berlin, Germany",below_average
2824,210.0,central_heating,0,1,10.0,795.0,1959.0,108599621,0,0,585.0,61.95,first_time_use,2,1,apartment,2.0,1.0,5.0,0,Charlottenburg_Charlottenburg,70.3,0,"Otto-Suhr-Allee 56, 10585 Berlin, Germany",below_average
2825,264.39,district_heating,0,1,40.0,938.2,1989.0,106864567,0,0,673.81,87.13,modernized,2,1,ground_floor,4.0,0.0,5.0,0,Hellersdorf_Hellersdorf,100.6,0,"Ludwigsfelder Straße 8, 12629 Berlin, Germany",below_average
2826,235.0,district_heating,0,1,2.4,884.0,1999.0,105883654,0,0,649.0,85.56,well_kept,2,0,roof_storey,4.0,3.0,4.0,0,Hellersdorf_Hellersdorf,120.0,0,"Janusz-Korczak-Str. 13, 12627 Berlin, Germany",below_average
2827,113.0,central_heating,0,0,40.0,939.4,1927.0,111418453,1,1,785.4,64.01,first_time_use,2,0,ground_floor,2.5,1.0,4.0,0,Tempelhof_Tempelhof,41.0,0,"Hoeppnerstraße 61, 12101 Berlin, Germany",below_average
2828,145.0,central_heating,0,0,10.0,800.0,1937.0,107299622,0,0,680.0,53.0,first_time_use,2,0,raised_ground_floor,1.0,1.0,4.0,0,Lichterfelde_Steglitz,35.1,0,"Billy-Wilder-Promenade 47, 14167 Berlin, Germany",below_average
2829,250.0,district_heating,0,1,40.0,3125.0,2010.0,110860332,1,1,2700.0,164.9,mint_condition,3,1,roof_storey,4.0,5.0,5.0,0,Grunewald_Wilmersdorf,175.0,1,"Auguste-Viktoria-Str. 7, 14193 Berlin, Germany",above_average
2830,112.0,self_contained_central_heating,0,0,40.0,1066.3,1900.0,107625842,0,0,884.0,68.0,well_kept,3,0,ground_floor,2.0,2.0,4.0,0,Wedding_Wedding,70.3,0,"Genter Straße 55, 13353 Berlin, Germany",below_average
2831,257.14,district_heating,0,1,10.0,796.63,1927.0,107061784,0,0,539.49,64.96,first_time_use,2,0,roof_storey,2.0,2.0,3.0,0,Reinickendorf_Reinickendorf,141.2,0,"Emmentaler Str. 71, 13407 Berlin, Germany",below_average
2832,0.0,central_heating,0,1,10.0,1880.0,2015.0,100216310,1,1,1880.0,71.0,mint_condition,2,1,apartment,2.0,2.0,7.0,1,Tiergarten_Tiergarten,0.0,0,"Flottwellstr. 24, 10785 Berlin, Germany",above_average
2833,50.0,central_heating,0,1,32.1,790.0,1980.0,113583245,1,1,740.0,16.0,modernized,2,0,apartment,1.0,3.0,5.0,0,Tiergarten_Tiergarten,35.1,0,"Klara Franke Strasse 16, 10557 Berlin, Germany",below_average
2834,162.13,floor_heating,1,1,40.0,1470.5,2018.0,111315638,1,1,1244.27,75.41,mint_condition,3,1,apartment,2.0,4.0,6.0,1,Charlottenburg_Charlottenburg,64.1,1,"Zillestr. 50, 10585 Berlin, Germany",above_average
2835,250.0,central_heating,0,1,40.0,1400.0,1980.0,110427348,1,1,1150.0,43.0,first_time_use,2,1,apartment,1.5,1.0,13.0,0,Kreuzberg_Kreuzberg,52.7,0,"Lindenstraße 77, 10969 Berlin, Germany",above_average
2836,202.35,gas_heating,0,1,40.0,744.42,1928.0,107378489,0,0,542.07,50.45,refurbished,2,0,apartment,1.5,2.0,4.0,0,Reinickendorf_Reinickendorf,118.1,0,"Lampesteig 5, 13409 Berlin, Germany",below_average
2837,160.0,self_contained_central_heating,0,1,40.0,1495.0,1990.0,113510853,1,1,1335.0,89.03,first_time_use,2,0,apartment,3.0,1.0,5.0,0,Schöneberg_Schöneberg,105.4,0,"Gotenstr. 78, 10829 Berlin, Germany",above_average
2838,55.0,district_heating,0,0,40.0,700.0,1986.0,115673297,0,0,620.0,25.63,first_time_use,2,0,apartment,1.0,6.0,6.0,0,Friedrichshain_Friedrichshain,25.0,0,"Wriezener Karree 8, 10243 Berlin, Germany",below_average
2839,324.75,floor_heating,0,1,40.0,2219.13,1914.0,113582384,0,0,1894.38,108.25,first_time_use_after_refurbishment,2,1,roof_storey,3.0,4.0,5.0,0,Mitte_Mitte,105.4,0,"Habersaathstraße 15, 10115 Berlin, Germany",above_average
2840,165.0,district_heating,0,1,40.0,864.0,1997.0,110905748,1,1,699.0,60.42,modernized,2,0,ground_floor,2.0,0.0,3.0,0,Karow_Weißensee,55.0,0,"Pfannschmitdtstr. 31, 13125 Berlin, Germany",below_average
2841,78.0,central_heating,0,0,40.0,529.0,1920.0,105798745,0,0,451.0,35.27,modernized,3,0,apartment,1.0,2.0,7.0,0,Charlottenburg_Charlottenburg,26.0,0,"Pascalstr. 3, 10587 Berlin, Germany",below_average
2842,110.0,central_heating,0,1,40.0,819.0,1957.0,111159502,0,0,659.0,51.0,well_kept,3,0,apartment,2.0,3.0,6.0,0,Charlottenburg_Charlottenburg,50.0,0,"Stülpnagelstraße 11, 14059 Berlin, Germany",below_average
2843,922.5,floor_heating,1,1,40.0,5322.5,2018.0,113111700,1,1,4400.0,123.0,first_time_use,3,1,apartment,3.0,3.0,4.0,0,Mitte_Mitte,105.4,1,"Niederlagstraße 9, 10117 Berlin, Germany",above_average
2844,210.0,central_heating,0,1,40.0,1715.0,1909.0,111394580,0,0,1505.0,60.2,well_kept,3,0,apartment,2.0,2.0,4.0,0,Prenzlauer_Berg_Prenzlauer_Berg,70.3,0,"Bornholmer Straße 90, 10439 Berlin, Germany",above_average
2845,45.0,central_heating,0,0,40.0,515.0,1910.0,111264577,1,1,440.0,36.0,modernized,2,0,apartment,1.0,0.0,4.0,0,Schöneberg_Schöneberg,30.0,0,"Ebersstr.  30, 10827 Berlin, Germany",below_average
2846,160.0,central_heating,0,1,2.4,2373.0,1906.0,111192448,0,0,2183.0,72.78,first_time_use,2,1,apartment,3.0,0.0,0.0,0,Prenzlauer_Berg_Prenzlauer_Berg,105.4,0,"Rykestr. 50, 10405 Berlin, Germany",above_average
2847,65.0,central_heating,0,0,40.0,623.0,1892.0,109449426,0,0,500.0,44.07,first_time_use_after_refurbishment,2,0,raised_ground_floor,1.0,0.0,3.0,0,Köpenick_Köpenick,58.0,0,"Gartenstraße 71, 12557 Berlin, Germany",below_average
2848,109.02,central_heating,0,1,10.0,1249.37,1910.0,110504631,0,0,1060.4,72.68,fully_renovated,3,0,apartment,2.0,4.0,4.0,0,Friedrichshain_Friedrichshain,80.0,0,"Boxhagener Str. 75, 10245 Berlin, Germany",below_average
2849,145.6,central_heating,0,1,40.0,871.08,1926.0,115166917,0,0,661.48,57.52,refurbished,3,0,apartment,2.0,2.0,5.0,0,Britz_Neukölln,64.0,0,"Andreasberger Str. 6, 12347 Berlin, Germany",below_average
2850,72.0,central_heating,0,0,40.0,573.0,1914.0,110776175,0,0,430.0,47.46,well_kept,2,0,ground_floor,1.0,0.0,4.0,0,Spandau_Spandau,71.0,0,"Teltower Str. 18, 13597 Berlin, Germany",below_average
2851,120.0,central_heating,0,1,40.0,1080.0,1910.0,64856689,1,1,860.0,90.0,mint_condition,2,0,apartment,3.0,1.0,4.0,0,Spandau_Spandau,100.0,0,"Jagowstraße 24, 13585 Berlin, Germany",below_average
2852,124.4,central_heating,1,1,40.0,1206.85,2020.0,115706919,1,1,1026.3,62.2,first_time_use,2,1,roof_storey,2.0,4.0,6.0,0,Friedrichsfelde_Lichtenberg,56.2,1,"Rosenfelder Ring  162, 10315 Berlin, Germany",below_average
2853,177.0,central_heating,0,1,40.0,1232.0,1991.0,107333204,0,0,982.0,87.25,refurbished,3,0,roof_storey,3.0,2.0,2.0,0,Lichterfelde_Steglitz,73.0,0,"Heimkehlenstr. 4, 12209 Berlin, Germany",below_average
2854,229.8,central_heating,0,0,32.1,1378.76,1980.0,115565155,0,0,1148.96,71.81,refurbished,1,0,apartment,3.0,2.0,5.0,1,Pankow_Pankow,107.7,0,"Florastraße 10, 13187 Berlin, Germany",above_average
2855,135.72,central_heating,0,1,2.4,1537.04,1910.0,94167649,0,0,1268.91,110.34,well_kept,3,0,maisonette,4.0,2.0,3.0,0,Zehlendorf_Zehlendorf,132.4,1,"Machnower Str. 11, 14165 Berlin, Germany",above_average
2856,332.26,floor_heating,1,1,40.0,3631.26,2019.0,115667821,1,1,3299.0,159.0,first_time_use,3,0,roof_storey,4.0,5.0,5.0,0,Grunewald_Wilmersdorf,140.5,0,"Caspar-Theyß-Straße 24, 14193 Berlin, Germany",above_average
2857,300.0,district_heating,0,0,10.0,1799.0,1994.0,93142946,1,1,1499.0,61.46,fully_renovated,3,1,apartment,2.0,6.0,7.0,0,Mitte_Mitte,70.3,0,"Friedrichstraße 121, 10117 Berlin, Germany",above_average
2858,309.0,floor_heating,0,0,40.0,1900.0,1930.0,107331218,1,1,1591.0,122.4,first_time_use,1,1,apartment,3.0,2.0,4.0,0,Friedrichshain_Friedrichshain,105.4,1,"Fischzug 1A, 10245 Berlin, Germany",above_average
2859,243.11,district_heating,0,1,40.0,896.11,1986.0,113829039,0,0,653.0,88.4,first_time_use,2,1,apartment,4.0,11.0,1.0,0,Hellersdorf_Hellersdorf,53.5,0,"Alte Hellersdorfer Str. 142, 12629 Berlin, Germany",below_average
2860,205.0,central_heating,1,1,40.0,1869.0,2019.0,111335131,0,0,1569.0,109.0,first_time_use,2,1,apartment,3.0,5.0,5.0,1,Tempelhof_Tempelhof,95.0,0,"Manteuffelstrasse 43, 12103 Berlin, Germany",above_average
2861,310.0,floor_heating,0,1,40.0,4065.0,1831.0,111351152,1,1,3500.0,206.55,modernized,3,0,loft,4.0,3.0,3.0,0,Mitte_Mitte,255.0,0,"Max-Beer-Straße 29, 10119 Berlin, Germany",above_average
2862,499.0,district_heating,0,1,2.4,2286.0,1990.0,113185009,1,1,1787.0,110.75,first_time_use,2,1,maisonette,3.0,5.0,11.0,0,Tiergarten_Tiergarten,105.4,1,"Voxstraße 1, 10785 Berlin, Germany",above_average
2863,167.0,gas_heating,0,0,40.0,1004.0,1905.0,113823286,0,0,837.0,93.0,first_time_use_after_refurbishment,2,0,apartment,3.5,1.0,4.0,0,Köpenick_Köpenick,122.9,0,"Borgmannstraße 5, 12555 Berlin, Germany",below_average
