Unnamed_0,serviceCharge,heatingType,newlyConst,balcony,telekomUploadSpeed,totalRent,yearConstructed,scoutId,hasKitchen,cellar,baseRent,livingSpace,condition,petsAllowed,lift,typeOfFlat,noRooms,floorNo,numberOfFloors,garden,regio3,heatingCosts,ParkSpaces,fullAddress,bezirk,bezirk_group,flat_group,condition_group
5721,80,central_heating,0,1,40,1110,1928,113803867,1,1,950,75,well_kept,3,0,apartment,3,3,4,0,Schmargendorf_Wilmersdorf,80,0,"Hohenzollerndamm 65, 14199 Berlin, Germany",Wilmersdorf,West,Apartment,Well-maintained
7270,195.67,district_heating,0,1,40,727.95,1928,115694166,0,0,532.28,54.4,modernized,2,0,apartment,1.5,1,2,0,Wittenau_Reinickendorf,98.1,0,"Oranienburger Str. 189, 13437 Berlin, Germany",Reinickendorf,North,Apartment,Renovated
4915,70,central_heating,0,0,40,699,1928,115335095,0,0,569,60,well_kept,3,0,apartment,2,4,4,0,Oberschöneweide_Köpenick,60,0,"Wilhelminenhofstr. 82a, 12459 Berlin, Germany",Köpenick,East,Apartment,Well-maintained
2036,102.25,central_heating,0,0,40,682.02,1928,113866109,0,0,495.44,65.37,first_time_use,2,0,apartment,2,1,4,0,Friedrichshagen_Köpenick,84.3,0,"Fürstenwalder Damm 359, 12587 Berlin, Germany",Köpenick,East,Apartment,New
1374,160,self_contained_central_heating,0,0,40,881,1928,115433730,0,0,681,57.97,refurbished,3,0,ground_floor,2,0,3,0,Tempelhof_Tempelhof,40,0,"Gottlieb-Dunkel-Str. 53, 12099 Berlin, Germany",Tempelhof,South,Ground Floor,Renovated
5286,142,self_contained_central_heating,0,0,40,808,1928,111389866,0,0,620,52.77,refurbished,3,0,apartment,1.5,1,3,0,Tempelhof_Tempelhof,46,0,"Gottlieb-Dunkel-Str. 58, 12099 Berlin, Germany",Tempelhof,South,Apartment,Renovated
1793,400,central_heating,0,1,10,950,1928,92319152,1,1,550,49,fully_renovated,2,0,raised_ground_floor,2,1,4,1,Prenzlauer_Berg_Prenzlauer_Berg,70.3,0,"Stahlheimer Straße 5 a, 10439 Berlin, Germany",PrenzlauerBerg,Central,Ground Floor,Renovated
1080,215,district_heating,0,1,40,1115,1928,111228355,1,1,900,72,mint_condition,3,0,raised_ground_floor,2.5,1,2,0,Zehlendorf_Zehlendorf,87.8,0,"Fischerhüttenstraße 47, 14163 Berlin, Germany",Zehlendorf,West,Ground Floor,Well-maintained
4925,187,self_contained_central_heating,0,1,40,1030,1928,115471738,0,0,796,67.76,first_time_use_after_refurbishment,3,0,apartment,2.5,2,3,0,Tempelhof_Tempelhof,47,0,"Gottlieb-Dunkel-Str. 55A, 12099 Berlin, Germany",Tempelhof,South,Apartment,New
8678,311,central_heating,0,1,40,2450,1928,113660841,0,0,1966,173,first_time_use,2,1,apartment,5,3,6,0,Schöneberg_Schöneberg,173,0,"Martin-Luther-Straße 62, 10779 Berlin, Germany",Schöneberg,Central,Apartment,New
328,250,central_heating,0,0,40,972,1928,115691142,0,0,722,83,refurbished,3,0,apartment,2,2,2,0,Köpenick_Köpenick,70.3,1,"Wendenschloßstraße 435, 12557 Berlin, Germany",Köpenick,East,Apartment,Renovated
8746,187,self_contained_central_heating,0,1,40,1030,1928,115586773,0,0,796,67.76,first_time_use_after_refurbishment,3,0,apartment,2.5,2,3,0,Tempelhof_Tempelhof,47,0,"Gottlieb-Dunkel-Str. 55 a, 12099 Berlin, Germany",Tempelhof,South,Apartment,New
1562,142,central_heating,0,0,40,808,1928,111391510,0,0,620,52.77,refurbished,3,0,apartment,1.5,1,5,0,Tempelhof_Tempelhof,46,0,"Gottlieb-Dunkel-Straße 58, 12099 Berlin, Germany",Tempelhof,South,Apartment,Renovated
752,120,central_heating,0,0,40,1019,1992,113110641,0,0,899,75.89,modernized,2,0,apartment,1,1,4,0,Weißensee_Weißensee,40,0,"Bizetstr. 48, 13088 Berlin, Germany",Weißensee,North,Apartment,Renovated
6994,110,central_heating,0,1,10,1500,1992,110040705,1,1,1250,119.35,well_kept,3,0,maisonette,4,0,2,1,Frohnau_Reinickendorf,140,1,"Horandweg 21, 13465 Berlin, Germany",Reinickendorf,North,Maisonette/Duplex,Well-maintained
4608,111,central_heating,0,1,40,886.69,1992,113830843,1,1,742.69,57.13,well_kept,3,1,apartment,2,0,5,0,Tegel_Reinickendorf,33,1,"Alt-Tegel 12A, 13507 Berlin, Germany",Reinickendorf,North,Apartment,Well-maintained
7291,226,gas_heating,0,1,40,1040,1992,111162193,0,0,814,74.03,first_time_use,2,0,apartment,2,4,7,0,Charlottenburg_Charlottenburg,56,0,"Hallerstr. 23, 10587 Berlin, Germany",Charlottenburg,West,Apartment,New
2077,174.69,district_heating,0,0,40,593.87,1992,110898910,0,0,419.18,49.99,need_of_renovation,2,1,apartment,1.5,6,5,0,Steglitz_Steglitz,68.3,0,"Halskestr. 10, 12167 Berlin, Germany",Steglitz,West,Apartment,Needs Work
6156,220.32,district_heating,0,0,40,650.62,1992,110898904,0,0,430.3,63.05,well_kept,2,1,apartment,1.5,3,8,0,Steglitz_Steglitz,86.2,0,"Halskestr. 10, 12167 Berlin, Germany",Steglitz,West,Apartment,Well-maintained
8095,199.7,district_heating,0,0,40,630,1992,105896145,0,0,430.3,63.05,well_kept,2,1,apartment,1.5,3,2,0,Steglitz_Steglitz,71.5,0,"Halskestr. 10, 12167 Berlin, Germany",Steglitz,West,Apartment,Well-maintained
8223,165.82,district_heating,0,0,40,582.55,1992,107320218,0,0,416.73,49.67,well_kept,2,1,apartment,1.5,3,5,0,Steglitz_Steglitz,64.8,0,"Halskestr. 10, 12167 Berlin, Germany",Steglitz,West,Apartment,Well-maintained
5569,242.75,central_heating,0,1,10,1033.35,1992,84363921,0,0,790.6,79.06,fully_renovated,3,1,ground_floor,2,0,7,0,Schmargendorf_Wilmersdorf,70.3,0,"Orber Str. 11, 14193 Berlin, Germany",Wilmersdorf,West,Ground Floor,Renovated
7977,255.07,central_heating,0,1,40,1124.33,1992,68649380,1,1,869.26,78.88,well_kept,3,1,ground_floor,2,0,7,0,Schmargendorf_Wilmersdorf,70.3,0,"Orber Str. 15, 14193 Berlin, Germany",Wilmersdorf,West,Ground Floor,Well-maintained
979,333,central_heating,0,1,40,1218,1992,113477441,0,0,885,72.99,first_time_use,3,1,apartment,3,2,4,0,Zehlendorf_Zehlendorf,105.4,0,"Clayallee 348B, 14169 Berlin, Germany",Zehlendorf,West,Apartment,New
8226,294,central_heating,0,1,40,1374,1992,115656586,1,1,1080,104,fully_renovated,1,0,apartment,4,0,4,1,Niederschönhausen_Pankow,140.5,0,"Beuthstraße 43, 13156 Berlin, Germany",Pankow,North,Apartment,Renovated
6960,221.03,gas_heating,0,1,40,823.85,1992,113713750,0,0,602.82,66.98,modernized,2,1,apartment,2,1,4,0,Mariendorf_Tempelhof,78.8,0,"Britzer Str. 64, 12109 Berlin, Germany",Tempelhof,South,Apartment,Renovated
8820,214.75,gas_heating,0,1,40,869.1,1992,115652718,0,0,654.35,67.32,modernized,2,1,ground_floor,2,0,6,1,Mariendorf_Tempelhof,76.3,0,"Britzer Str. 64, 12109 Berlin, Germany",Tempelhof,South,Ground Floor,Renovated
1952,568,central_heating,0,1,32.1,2619,1992,107341022,1,1,2051,170,first_time_use_after_refurbishment,3,0,maisonette,4,3,6,0,Wannsee_Zehlendorf,140.5,0,"Seylerstraße ., 14109 Berlin, Germany",Zehlendorf,West,Maisonette/Duplex,New
8324,450,central_heating,0,1,10,2625,1992,110577377,1,1,2175,145,first_time_use_after_refurbishment,2,0,maisonette,4,0,2,1,Spandau_Spandau,150,1,"Am Pichelssee 37, 13595 Berlin, Germany",Spandau,West,Maisonette/Duplex,New
4369,327.03,gas_heating,0,1,40,1320.6,1992,113797528,0,0,993.57,94.68,need_of_renovation,2,1,maisonette,3.5,2,7,0,Mariendorf_Tempelhof,126,0,"Britzer Str. 56A, 12109 Berlin, Germany",Tempelhof,South,Maisonette/Duplex,Needs Work
5504,316.97,gas_heating,0,1,40,1275.9,1992,107363575,1,1,958.93,94.04,modernized,2,1,apartment,4,3,7,0,Mariendorf_Tempelhof,123.4,0,"Britzer Str. 56b, 12109 Berlin, Germany",Tempelhof,South,Apartment,Renovated
1195,212.1,gas_heating,0,1,40,799.53,1992,111062229,0,0,587.43,64.27,modernized,2,1,apartment,2,3,4,0,Mariendorf_Tempelhof,75.6,0,"Britzer Str. 60f, 12109 Berlin, Germany",Tempelhof,South,Apartment,Renovated
742,160,central_heating,0,1,40,899,1992,113392162,1,1,669,72,well_kept,3,0,maisonette,2,1,3,0,Reinickendorf_Reinickendorf,70,0,"Eichborndamm 41b, 13403 Berlin, Germany",Reinickendorf,North,Maisonette/Duplex,Well-maintained
1533,219.99,district_heating,0,1,40,669.71,1992,112906853,0,0,449.72,51.28,first_time_use,2,0,apartment,1.5,3,5,0,Lichterfelde_Steglitz,58.1,0,"Blochmannstr. 57D, 12209 Berlin, Germany",Steglitz,West,Apartment,New
2590,360.65,central_heating,0,1,32.1,2314.16,1992,115460989,1,1,1803.24,150.27,fully_renovated,3,1,maisonette,4,6,7,0,Wilmersdorf_Wilmersdorf,150.3,1,"Durlacher Str. 11, 10715 Berlin, Germany",Wilmersdorf,West,Maisonette/Duplex,Renovated
3184,150,central_heating,0,1,40,929,1992,111935557,0,0,699,72,modernized,3,0,apartment,2,0,1,1,Reinickendorf_Reinickendorf,80,0,"Eichborndamm 41 a, 13403 Berlin, Germany",Reinickendorf,North,Apartment,Renovated
7668,233,central_heating,0,0,40,939,1992,113490358,1,1,706,87.59,modernized,3,1,apartment,3,1,5,0,Spandau_Spandau,105.4,0,"Kirchhofstraße 1, 13585 Berlin, Germany",Spandau,West,Apartment,Renovated
884,185,central_heating,0,1,40,830,1992,107364059,1,1,575,63.84,fully_renovated,3,0,roof_storey,2,2,2,0,Lichtenrade_Tempelhof,70,0,"Rotenkruger Weg 8, 12305 Berlin, Germany",Tempelhof,South,Roof Storey,Renovated
4651,281,central_heating,0,1,40,1490.6,1992,113831468,1,1,1209.6,86,modernized,3,1,apartment,3,4,5,0,Tegel_Reinickendorf,94,0,"Am Tegeler Hafen 3, 13507 Berlin, Germany",Reinickendorf,North,Apartment,Renovated
2262,297,central_heating,0,1,40,1796.54,1992,113698427,1,1,1499.54,108.27,first_time_use_after_refurbishment,3,1,apartment,4,3,5,0,Tegel_Reinickendorf,95,0,"Am Tegeler Hafen 5, 13507 Berlin, Germany",Reinickendorf,North,Apartment,New
4732,155.77,central_heating,0,1,40,949.3,1992,113831736,0,0,793.53,59,well_kept,3,1,apartment,2,2,5,0,Tegel_Reinickendorf,38.2,0,"Am Tegeler Hafen 5, 13507 Berlin, Germany",Reinickendorf,North,Apartment,Well-maintained
6730,138.14,central_heating,0,1,40,1049.23,1992,111407769,1,1,911.09,59,first_time_use_after_refurbishment,3,1,apartment,2,4,5,0,Tegel_Reinickendorf,70.3,0,"Am Tegeler Hafen 5, 13507 Berlin, Germany",Reinickendorf,North,Apartment,New
8185,159.8,central_heating,0,1,10,1390.15,1992,106855474,1,1,1176.56,84.04,well_kept,3,1,apartment,3,4,5,0,Tegel_Reinickendorf,53.8,0,"Am Tegeler Hafen 5, 13507 Berlin, Germany",Reinickendorf,North,Apartment,Well-maintained
3984,219,central_heating,0,1,10,888,1992,107327351,1,1,669,66.68,well_kept,2,1,apartment,2,4,2,0,Reinickendorf_Reinickendorf,55,0,"Antonienstraße 48, 13403 Berlin, Germany",Reinickendorf,North,Apartment,Well-maintained
5242,230.5,central_heating,0,1,40,899.5,1992,115570216,1,1,669,66.68,modernized,2,1,apartment,2,5,6,0,Reinickendorf_Reinickendorf,55,0,"Antonienstraße 48, 13403 Berlin, Germany",Reinickendorf,North,Apartment,Renovated
5354,250,central_heating,0,1,40,830,1992,113873867,1,1,580,75.96,first_time_use,1,0,ground_floor,2,0,3,1,Rudow_Neukölln,72,0,"Lößnitzer Weg 60, 12355 Berlin, Germany",Neukölln,South,Ground Floor,New
53,372.29,district_heating,0,1,40,2992.67,1992,111389979,1,1,2481.92,155.12,well_kept,3,1,apartment,4,7,8,0,Charlottenburg_Charlottenburg,138.5,0,"Meinekestraße  20, 10719 Berlin, Germany",Charlottenburg,West,Apartment,Well-maintained
2123,372.29,district_heating,0,1,40,1538.57,1992,114409136,1,1,1247.73,86.05,well_kept,3,1,apartment,2,3,8,0,Charlottenburg_Charlottenburg,84.3,0,"Meinekestraße  20, 10719 Berlin, Germany",Charlottenburg,West,Apartment,Well-maintained
4557,372.29,district_heating,0,1,10,2992.67,1992,102885195,1,1,2481.92,155.12,well_kept,3,1,apartment,4,7,8,0,Charlottenburg_Charlottenburg,138.5,0,"Meinekestraße  20, 10719 Berlin, Germany",Charlottenburg,West,Apartment,Well-maintained
32,228.79,district_heating,0,1,40,1710.1,1992,112590971,1,1,1387.36,95.68,well_kept,3,1,apartment,2,3,8,0,Charlottenburg_Charlottenburg,95.3,0,"Meinekestraße  21, 10719 Berlin, Germany",Charlottenburg,West,Apartment,Well-maintained
1039,228.79,district_heating,0,1,40,1710.1,1992,110241561,1,1,1387.36,95.68,well_kept,3,1,apartment,2,4,8,0,Charlottenburg_Charlottenburg,95.7,0,"Meinekestraße  21, 10719 Berlin, Germany",Charlottenburg,West,Apartment,Well-maintained
3202,229.39,district_heating,0,1,40,1517.15,1992,106150230,1,1,1194.75,95.58,well_kept,3,1,apartment,2,6,8,0,Charlottenburg_Charlottenburg,93,0,"Meinekestraße  21, 10719 Berlin, Germany",Charlottenburg,West,Apartment,Well-maintained
2001,228.8,district_heating,0,1,10,1704.59,1992,93828829,1,1,1383.29,95.33,well_kept,3,1,apartment,2,2,8,0,Charlottenburg_Charlottenburg,92.5,0,"Meinekestraße  22, 10719 Berlin, Germany",Charlottenburg,West,Apartment,Well-maintained
2772,122.57,central_heating,0,1,32.1,713.14,1992,110790503,0,0,513.66,60.43,first_time_use,2,0,apartment,2,2,6,0,Spandau_Spandau,76.9,0,"Radelandstraße 40, 13589 Berlin, Germany",Spandau,West,Apartment,New
1385,149,central_heating,0,1,40,703,1992,115689956,1,1,554,57.15,modernized,3,1,apartment,2,1,5,0,Reinickendorf_Reinickendorf,70.3,0,"Antonienstraße 49a, 13403 Berlin, Germany",Reinickendorf,North,Apartment,Renovated
1945,170,central_heating,0,1,40,700,1992,115335160,1,1,530,57.71,modernized,3,1,ground_floor,2,0,4,0,Reinickendorf_Reinickendorf,70.3,0,"Antonienstraße 49a, 13403 Berlin, Germany",Reinickendorf,North,Ground Floor,Renovated
6602,137,central_heating,0,1,40,688,1992,115689840,1,1,551,53.96,modernized,3,1,apartment,2,3,5,0,Reinickendorf_Reinickendorf,70.3,0,"Antonienstraße 49a, 13403 Berlin, Germany",Reinickendorf,North,Apartment,Renovated
612,210,central_heating,0,1,40,910,1992,111307010,0,0,590,82,well_kept,3,1,apartment,3,3,4,0,Spandau_Spandau,110,0,"Blasewitzer Ring 27, 13593 Berlin, Germany",Spandau,West,Apartment,Well-maintained
5629,380,district_heating,0,1,32.1,2280,1992,111407193,1,1,1900,126.15,fully_renovated,3,1,roof_storey,3,7,7,0,Charlottenburg_Charlottenburg,105.4,0,"Schillerstraße 4-5, 10625 Berlin, Germany",Charlottenburg,West,Roof Storey,Renovated
1822,244.71,district_heating,0,0,40,957.24,1992,113670333,0,0,712.53,79.17,first_time_use,2,0,apartment,4,1,2,0,Hellersdorf_Hellersdorf,101,0,"Stollberger Str. 79, 12627 Berlin, Germany",Hellersdorf,East,Apartment,New
6439,169.69,district_heating,0,1,40,674.77,1992,113768361,0,0,505.08,54.9,modernized,2,0,apartment,2,2,3,0,Hellersdorf_Hellersdorf,70,0,"Stollberger Str. 89, 12627 Berlin, Germany",Hellersdorf,East,Apartment,Renovated
6004,219,gas_heating,0,1,40,898,1992,110673975,1,1,679,67.18,modernized,2,1,apartment,2,2,4,0,Reinickendorf_Reinickendorf,55,0,"Antonienstraße 48 A, 13403 Berlin, Germany",Reinickendorf,North,Apartment,Renovated
7268,395,central_heating,0,1,32.1,1540,1992,89949108,1,1,954,106,well_kept,2,1,apartment,4,3,4,0,Lichtenrade_Tempelhof,191,0,"Bahnhofstraße 12-13, 12305 Berlin, Germany",Tempelhof,South,Apartment,Well-maintained
7582,221,central_heating,0,1,10,1659,1992,106871870,1,1,1438,79.88,fully_renovated,3,1,apartment,2,5,7,0,Charlottenburg_Charlottenburg,79,1,"Augsburger Straße 37, 10789 Berlin, Germany",Charlottenburg,West,Apartment,Renovated
7803,158.9,central_heating,0,0,40,849.9,1992,106848741,1,1,691,86.25,modernized,3,0,apartment,3,2,4,0,Köpenick_Köpenick,105.4,0,"Grünauer Straße 133, 12557 Berlin, Germany",Köpenick,East,Apartment,Renovated
1652,153.08,central_heating,0,1,40,844,1992,114556502,1,1,601.92,74.22,negotiable,2,0,apartment,3,2,5,0,Lichtenrade_Tempelhof,89,1,"Lichtenrader Damm 168, 12305 Berlin, Germany",Tempelhof,South,Apartment,Well-maintained
1660,309,district_heating,0,1,10,1478,1992,112802746,0,0,1169,96.34,well_kept,2,1,apartment,3.5,5,5,0,Tempelhof_Tempelhof,145,0,"Burgemeisterstraße 71, 12103 Berlin, Germany",Tempelhof,South,Apartment,Well-maintained
2591,173,central_heating,0,1,40,942,1992,115587491,1,1,769,58.71,well_kept,2,1,apartment,2,1,0,0,Tempelhof_Tempelhof,65,0,"Burgemeisterstraße 72, 12103 Berlin, Germany",Tempelhof,South,Apartment,Well-maintained
5861,188,district_heating,0,1,10,937,1992,113813441,1,1,749,58.71,modernized,2,0,ground_floor,2,0,4,0,Tempelhof_Tempelhof,88,0,"Burgemeisterstraße 72, 12103 Berlin, Germany",Tempelhof,South,Ground Floor,Renovated
7832,248,district_heating,0,1,10,1047,1992,112744944,1,1,799,77.81,modernized,2,1,apartment,2,2,6,0,Tempelhof_Tempelhof,116,0,"Burgemeisterstraße 72, 12103 Berlin, Germany",Tempelhof,South,Apartment,Renovated
1887,150.9,central_heating,0,1,40,859.9,1992,110421884,1,1,709,72.68,modernized,3,0,ground_floor,3,2,3,0,Köpenick_Köpenick,105.4,0,"Grünauer Straße 129d, 12557 Berlin, Germany",Köpenick,East,Ground Floor,Renovated
4167,139.9,central_heating,0,1,40,659.9,1992,113075687,1,1,520,60.29,modernized,3,0,ground_floor,2,2,4,0,Köpenick_Köpenick,70.3,0,"Grünauer Straße 131a, 12557 Berlin, Germany",Köpenick,East,Ground Floor,Renovated
4547,139.9,central_heating,0,1,40,659.9,1992,110162831,1,1,520,60.29,modernized,3,0,ground_floor,2,10,15,0,Köpenick_Köpenick,70.3,0,"Grünauer Straße 131a, 12557 Berlin, Germany",Köpenick,East,Ground Floor,Renovated
5260,160,central_heating,0,1,40,944.51,1992,111265149,1,1,724.51,73.48,fully_renovated,3,1,apartment,3,4,5,0,Mariendorf_Tempelhof,60,1,"Ullsteinstraße  127 a, 12109 Berlin, Germany",Tempelhof,South,Apartment,Renovated
8868,100,self_contained_central_heating,0,1,40,1080,1992,115546345,0,0,980,91.8,fully_renovated,2,0,roof_storey,2,4,4,0,Friedenau_Schöneberg,70.3,0,"Schnackenburgstraße 10, 12159 Berlin, Germany",Schöneberg,Central,Roof Storey,Renovated
6759,237.82,district_heating,0,1,40,896.49,1992,113593118,0,0,658.67,77.49,fully_renovated,2,0,ground_floor,2,0,3,1,Steglitz_Steglitz,80.1,0,"Brandenburgische Str. 14, 12167 Berlin, Germany",Steglitz,West,Ground Floor,Renovated
7999,130,oil_heating,0,1,40,776.35,1992,107378262,0,0,606.35,67,first_time_use,2,0,apartment,2,1,2,0,Rudow_Neukölln,40,0,"Schönefelder Straße 69, 12355 Berlin, Germany",Neukölln,South,Apartment,New
4040,100,central_heating,0,1,40,2125,1097,113410504,1,1,1900,82.5,first_time_use_after_refurbishment,3,0,roof_storey,3,4,4,0,Weißensee_Weißensee,125,0,"Meyerbeerstr 33, 13088 Berlin, Germany",Weißensee,North,Roof Storey,New
497,151,central_heating,0,0,40,1341,1865,109901264,0,0,1087,95,well_kept,3,0,apartment,4.5,3,4,0,Tiergarten_Tiergarten,102,0,"Alt-Moabit 93, 10559 Berlin, Germany",Tiergarten,Central,Apartment,Well-maintained
5827,102,central_heating,0,1,40,1126,1865,109701785,0,0,955,64,refurbished,1,0,apartment,3,1,5,0,Tiergarten_Tiergarten,69,0,"Alt-Moabit 93, 10559 Berlin, Germany",Tiergarten,Central,Apartment,Renovated
8735,250,oil_heating,0,1,40,1995,1929,106235120,0,0,1585,176,first_time_use,2,1,apartment,6,1,5,0,Charlottenburg_Charlottenburg,160,0,"Brixplatz 2, 14052 Berlin, Germany",Charlottenburg,West,Apartment,New
3006,390.39,district_heating,0,1,40,1497.91,1929,115632145,0,0,1107.52,126.75,modernized,2,0,apartment,4,1,7,0,Siemensstadt_Spandau,170.1,0,"Quellweg 38, 13629 Berlin, Germany",Spandau,West,Apartment,Renovated
3120,256.98,district_heating,0,1,40,980.96,1929,113825423,0,0,723.98,96.42,modernized,2,0,apartment,3.5,3,4,0,Siemensstadt_Spandau,129.4,0,"Quellweg 60, 13629 Berlin, Germany",Spandau,West,Apartment,Renovated
4900,118,central_heating,0,1,40,1193.3,1929,112886057,0,0,1026.3,68.42,first_time_use,2,0,apartment,2.5,2,4,0,Steglitz_Steglitz,49,0,"Elisenstr. 20, 12169 Berlin, Germany",Steglitz,West,Apartment,New
4263,177.32,central_heating,0,0,40,699.61,1929,115677132,0,0,522.29,49.6,first_time_use,2,0,ground_floor,2,0,7,0,Charlottenburg_Charlottenburg,68.2,0,"Goebelstr. 12, 13627 Berlin, Germany",Charlottenburg,West,Ground Floor,New
8063,172.04,central_heating,0,1,40,685.44,1929,115671700,0,0,513.4,50.45,refurbished,2,0,apartment,2,3,5,0,Siemensstadt_Spandau,63.8,0,"Goebelstr. 95, 13627 Berlin, Germany",Spandau,West,Apartment,Renovated
7650,220.37,district_heating,0,0,40,1037.71,1929,115686786,0,0,817.34,89.2,fully_renovated,2,0,apartment,3,4,4,0,Charlottenburg_Charlottenburg,93.1,0,"Soorstr. 71 A, 14050 Berlin, Germany",Charlottenburg,West,Apartment,Renovated
3317,197,district_heating,0,1,40,950,1929,107361471,0,0,753,66.62,first_time_use_after_refurbishment,2,0,apartment,2.5,2,2,0,Wedding_Wedding,76,0,"Müllerstr. 117, 13349 Berlin, Germany",Wedding,North,Apartment,New
6489,201,district_heating,0,1,40,975,1929,107360102,0,0,774,67.25,modernized,2,0,apartment,2.5,2,5,0,Wedding_Wedding,73,0,"Sansibarstr. 60, 13351 Berlin, Germany",Wedding,North,Apartment,Renovated
3254,82.46,self_contained_central_heating,0,0,40,862.46,1929,111164219,0,0,720,62,well_kept,3,0,apartment,2,3,6,0,Wedding_Wedding,60,0,"Turiner Str. 44, 13347 Berlin, Germany",Wedding,North,Apartment,Well-maintained
6732,140,central_heating,0,0,2.4,2010.5,1929,112871291,1,1,1660.5,123,fully_renovated,2,0,apartment,3,1,2,0,Dahlem_Zehlendorf,210,0,"Hittorfstraße 7, 14195 Berlin, Germany",Zehlendorf,West,Apartment,Renovated
1185,91.71,self_contained_central_heating,0,1,40,649.4,1929,105248789,0,0,557.69,54.25,first_time_use,2,0,apartment,1.5,1,11,0,Spandau_Spandau,52.7,0,"Konkordiastr. 27, 13595 Berlin, Germany",Spandau,West,Apartment,New
534,86.64,self_contained_central_heating,0,1,40,555.97,1929,105728754,0,0,469.33,51.25,well_kept,2,0,apartment,1.5,3,4,0,Spandau_Spandau,52.7,0,"Konkordiastr. 29, 13595 Berlin, Germany",Spandau,West,Apartment,Well-maintained
407,185,central_heating,0,1,40,892.6,1929,111291128,0,0,707.6,74.48,refurbished,2,0,apartment,2,4,4,0,Prenzlauer_Berg_Prenzlauer_Berg,74,0,"Dunckerstraße 46, 10439 Berlin, Germany",PrenzlauerBerg,Central,Apartment,Renovated
6717,170,central_heating,0,0,40,1169,1929,113484382,0,0,899,90.21,modernized,3,0,apartment,3.5,4,5,0,Wedding_Wedding,100,0,"Osloer Straße 22, 13359 Berlin, Germany",Wedding,North,Apartment,Renovated
4253,160,central_heating,0,0,40,699,1929,86735648,0,0,539,66.46,modernized,3,0,ground_floor,2,3,6,0,Niederschöneweide_Treptow,60,0,"Britzer Strasse 23, 12439 Berlin, Germany",Treptow,East,Ground Floor,Renovated
2592,197.24,self_contained_central_heating,0,1,40,896.26,1929,108624505,0,0,699.02,75.98,modernized,2,0,ground_floor,2,0,4,0,Baumschulenweg_Treptow,68.5,0,"Hallberger Zeile 2, 12437 Berlin, Germany",Treptow,East,Ground Floor,Renovated
8523,100,central_heating,0,0,40,775,1929,112961820,0,0,600,62,modernized,3,0,apartment,2,4,3,0,Wedding_Wedding,75,0,"Osloer Straße 18b, 13359 Berlin, Germany",Wedding,North,Apartment,Renovated
7817,70,central_heating,0,0,40,401.91,1929,114793326,0,0,281.91,39.22,first_time_use,3,0,ground_floor,2,0,1,0,Wedding_Wedding,50,0,"Osloer Straße 21b, 13359 Berlin, Germany",Wedding,North,Ground Floor,New
1035,173.4,central_heating,0,1,10,1441.4,1929,104063119,1,1,1173,102,well_kept,3,0,apartment,4,3,3,0,Schmargendorf_Wilmersdorf,95,0,"Flinsberger Platz 6, 14199 Berlin, Germany",Wilmersdorf,West,Apartment,Well-maintained
1383,75,central_heating,0,0,40,721.2,1929,115577911,0,0,595.2,49.6,refurbished,3,0,ground_floor,1.5,0,2,0,Schmargendorf_Wilmersdorf,51,0,"Hohenzollerndamm 71, 14199 Berlin, Germany",Wilmersdorf,West,Ground Floor,Renovated
7848,197.59,district_heating,0,1,40,721.8,1929,115633437,0,0,524.21,55.1,modernized,2,0,apartment,2.5,2,1,0,Siemensstadt_Spandau,76.4,0,"Jungfernheideweg 20, 13629 Berlin, Germany",Spandau,West,Apartment,Renovated
3438,264.37,district_heating,0,1,40,890.14,1929,113864686,0,0,625.77,73.05,modernized,2,0,apartment,3.5,1,5,0,Siemensstadt_Spandau,113.3,0,"Jungfernheideweg 41, 13629 Berlin, Germany",Spandau,West,Apartment,Renovated
7477,90,district_heating,0,0,2.4,1250,1929,107358091,1,1,1100,65.35,first_time_use,2,0,raised_ground_floor,2.5,4,5,0,Neukölln_Neukölln,60,0,"Kleine Innstraße 2, 12045 Berlin, Germany",Neukölln,South,Ground Floor,New
604,110,central_heating,0,1,40,829,1929,113486056,0,0,649,60.64,modernized,3,0,apartment,2.5,3,6,0,Wedding_Wedding,70,0,"Osloer Straße 20 d, 13359 Berlin, Germany",Wedding,North,Apartment,Renovated
4556,71.58,central_heating,0,0,40,699.98,1929,114798590,0,0,578.4,48.2,refurbished,3,0,apartment,1.5,3,3,0,Schmargendorf_Wilmersdorf,50,0,"Hohenzollerndamm 67a, 14199 Berlin, Germany",Wilmersdorf,West,Apartment,Renovated
2947,80.61,central_heating,0,1,10,685.33,1929,112966268,0,0,562.8,46.9,well_kept,3,0,apartment,1.5,1,4,0,Schmargendorf_Wilmersdorf,41.9,0,"Hohenzollerndamm 68a, 14199 Berlin, Germany",Wilmersdorf,West,Apartment,Well-maintained
2460,90.72,central_heating,0,0,10,847.81,1929,105193812,0,0,720,60,refurbished,3,0,apartment,2,1,2,0,Schmargendorf_Wilmersdorf,37.1,0,"Hohenzollerndamm 73a, 14199 Berlin, Germany",Wilmersdorf,West,Apartment,Renovated
3711,220,central_heating,0,1,10,1810,1929,115509243,0,0,1590,90.64,modernized,2,1,apartment,3,3,5,0,Friedrichshain_Friedrichshain,105.4,0,"Kopernikusstraße 30, 10243 Berlin, Germany",Friedrichshain,Central,Apartment,Renovated
