,serviceCharge,heatingType,newlyConst,balcony,telekomUploadSpeed,totalRent,yearConstructed,scoutId,hasKitchen,cellar,baseRent,livingSpace,condition,petsAllowed,lift,typeOfFlat,noRooms,floorNo,numberOfFloors,garden,regio3,heatingCosts,ParkSpaces,fullAddress
156646,64.48,central_heating,False,True,40.0,436.19,1989.0,90146331,False,False,327.75,37.93,well_kept,negotiable,True,apartment,1.0,5.0,7.0,False,Hellersdorf_Hellersdorf,30.34,0,"Michendorfer Straße 7, 12629 Berlin, Germany"
156648,200.0,district_heating,False,True,40.0,1930.0,2012.0,114996742,False,True,1600.0,128.0,modernized,no,False,apartment,4.0,4.0,3.0,False,Schöneberg_Schöneberg,130.0,0,"Cranachstr. 50, 12157 Berlin, Germany"
156661,151.65,central_heating,False,False,40.0,717.46,1977.0,113331206,False,False,483.86,76.56,first_time_use,no,False,apartment,3.0,80.0,5.0,False,Rudow_Neukölln,81.95,0,"Neudecker Weg 110, 12355 Berlin, Germany"
156697,170.0,district_heating,False,True,40.0,829.0,1966.0,110181057,False,False,559.0,79.0,modernized,negotiable,True,apartment,2.5,1.0,7.0,False,Waidmannslust_Reinickendorf,100.0,0,"Zabel-Krüger-Damm 32, 13469 Berlin, Germany"
156706,141.87,district_heating,False,True,40.0,639.12,1997.0,113598608,True,True,497.25,50.38,well_kept,no,False,roof_storey,1.5,4.0,6.0,False,Karow_Weißensee,44.33,0,"Forkenzeile 19, 13125 Berlin, Germany"
156744,144.85,self_contained_central_heating,False,True,40.0,707.31,1925.0,115686790,False,True,562.46,85.08,fully_renovated,no,False,apartment,3.0,4.0,4.0,False,Charlottenburg_Charlottenburg,105.37983927253362,0,"Königin-Elisabeth-Str. 17, 14059 Berlin, Germany"
156752,130.0,self_contained_central_heating,False,True,40.0,1120.0,1900.0,107099828,True,True,990.0,63.0,first_time_use_after_refurbishment,negotiable,False,apartment,2.0,3.0,5.0,False,Prenzlauer_Berg_Prenzlauer_Berg,70.25322618168907,0,"Erich-Weinert-Str. 37, 10439 Berlin, Germany"
156766,223.55,district_heating,False,True,40.0,899.72,1964.0,111410580,False,True,676.17,75.55,modernized,no,True,ground_floor,3.5,0.0,2.0,False,Spandau_Spandau,66.48,0,"Wasserwerkstr. 25, 13589 Berlin, Germany"
156855,185.7,gas_heating,False,False,40.0,990.4,1980.0,113804560,False,False,804.7,61.9,well_kept,no,False,ground_floor,2.0,0.0,2.0,False,Pankow_Pankow,70.25322618168907,0,"Thulestraße 38, 13189 Berlin, Germany"
156896,280.0,central_heating,False,True,40.0,1129.0,1996.0,111331077,True,True,849.0,91.7,fully_renovated,negotiable,False,apartment,3.0,2.0,3.0,False,Karow_Weißensee,105.37983927253362,1,"Leobschützer Str. 28, 13125 Berlin, Germany"
156905,90.0,central_heating,False,False,40.0,905.0,1887.0,115617780,True,False,784.0,49.0,first_time_use,negotiable,False,apartment,1.5,0.0,5.0,False,Friedenau_Schöneberg,31.0,0,"Handjerystraße 17, 12159 Berlin, Germany"
156927,99.16,central_heating,True,True,32.13564239968631,951.39,2019.0,115633676,True,True,799.22,55.09,first_time_use,no,False,apartment,2.0,2.0,3.0,False,Spandau_Spandau,53.0,0,"Fischerstr. 33/34, 13597 Berlin, Germany"
156963,100.0,self_contained_central_heating,False,True,40.0,1199.0,1911.0,115689536,False,True,1099.0,61.1,fully_renovated,no,True,apartment,2.0,3.0,5.0,False,Mitte_Mitte,70.25322618168907,0,"Rheinsberger Strasse 44, 10435 Berlin, Germany"
157014,113.48,central_heating,False,True,40.0,1186.72,2009.0,111321311,False,False,1015.75,81.02,first_time_use,no,False,apartment,3.0,4.0,5.0,False,Friedrichsfelde_Lichtenberg,57.49,0,"Ribbecker Straße 33, 10315 Berlin, Germany"
157015,120.0,district_heating,False,False,10.0,770.0,1936.0,87720167,False,False,650.0,50.0,refurbished,no,False,roof_storey,2.0,3.0,3.0,False,Zehlendorf_Zehlendorf,70.25322618168907,0,"Seehofstraße 26, 14167 Berlin, Germany"
157033,85.0,central_heating,False,True,2.4,1360.0,1910.0,106732788,False,True,1200.0,88.13,fully_renovated,negotiable,False,apartment,3.0,0.0,4.0,False,Lichtenberg_Lichtenberg,75.0,0,"Fanninger Str. 66, 10365 Berlin, Germany"
157038,416.5,district_heating,True,True,32.13564239968631,2647.5,2018.0,108165459,True,True,2231.0,119.0,first_time_use,no,True,apartment,3.0,1.0,5.0,False,Neukölln_Neukölln,105.37983927253362,0,"Nansenstraße 23, 12047 Berlin, Germany"
157041,173.76,district_heating,True,True,32.13564239968631,1804.16,2019.0,112203661,True,True,1550.81,86.88,first_time_use,negotiable,True,apartment,3.0,2.0,5.0,False,Tiergarten_Tiergarten,79.59,1,"Heidestraße 19, 10557 Berlin, Germany"
157092,115.0,central_heating,False,False,40.0,1400.0,1890.0,107382710,True,True,1200.0,78.53,first_time_use,no,False,apartment,3.0,1.0,6.0,False,Wedding_Wedding,85.0,0,"Buttmannstraße 17, 13357 Berlin, Germany"
157128,182.0,self_contained_central_heating,False,True,10.0,1856.3798392725337,1980.0,111173585,False,False,1569.0,112.07,first_time_use_after_refurbishment,yes,False,ground_floor,3.0,0.0,4.0,False,Prenzlauer_Berg_Prenzlauer_Berg,105.37983927253362,0,"Malmöer Straße 2, 10439 Berlin, Germany"
157184,400.0,central_heating,False,True,40.0,2999.0,1900.0,110025728,True,False,2599.0,135.0,well_kept,negotiable,False,apartment,4.0,1.0,4.0,False,Wilmersdorf_Wilmersdorf,140.50645236337814,1,"Koblenzer Straße 9, 10715 Berlin, Germany"
157231,380.0,floor_heating,False,True,32.13564239968631,1230.0,1996.0,110581787,True,True,850.0,81.0,fully_renovated,negotiable,False,roof_storey,3.0,2.0,2.0,True,Mahlsdorf_Hellersdorf,105.37983927253362,0,"Landsberger Straße 0, 12623 Berlin, Germany"
157243,150.0,district_heating,False,True,40.0,990.0,1926.0,106912840,True,True,840.0,62.16,fully_renovated,no,False,apartment,2.0,3.0,5.0,False,Wilmersdorf_Wilmersdorf,70.25322618168907,0,"Württembergische Straße 19, 10707 Berlin, Germany"
157298,180.0,self_contained_central_heating,False,True,40.0,1130.0,1980.0,111395335,False,False,950.0,74.0,well_kept,no,False,maisonette,1.5,4.0,4.0,False,Wilmersdorf_Wilmersdorf,52.68991963626681,0,"Deidesheimerstraße 9, 14197 Berlin, Germany"
157337,65.0,district_heating,False,True,40.0,949.0,1980.0,115537993,True,True,789.0,79.73,well_kept,no,True,apartment,3.0,2.0,4.0,False,Alt_Hohenschönhausen_Hohenschönhausen,95.0,1,"Plauener Str. 89 b, 13055 Berlin, Germany"
157356,236.52,central_heating,False,False,10.0,803.52,1998.0,106721679,True,False,567.0,75.6,well_kept,negotiable,False,apartment,3.0,3.0,4.0,False,Karow_Weißensee,105.37983927253362,0,"Achillesstr. 50, 13125 Berlin, Germany"
157369,290.0,central_heating,False,True,40.0,846.22,1988.0,115623222,True,False,556.22,74.56,first_time_use,no,False,apartment,3.0,1.0,4.0,False,Reinickendorf_Reinickendorf,105.37983927253362,0,"Lindauer Allee 47, 13407 Berlin, Germany"
157375,117.33,floor_heating,True,True,40.0,1838.17,2018.0,106216370,True,False,1642.62,78.22,first_time_use,no,True,apartment,3.0,5.0,11.0,False,Friedrichshain_Friedrichshain,78.22,0,"Stralauer Platz 38/39, 10243 Berlin, Germany"
157416,79.0,central_heating,False,False,40.0,1600.0,1959.0,115451263,True,True,1450.0,50.31,first_time_use,no,True,apartment,2.0,1.0,6.0,False,Mitte_Mitte,71.0,0,"Weinbergsweg 12, 10119 Berlin, Germany"
157453,170.0,oil_heating,False,True,40.0,999.0,1975.0,111311413,False,False,749.0,76.0,modernized,negotiable,False,apartment,2.5,2.0,4.0,False,Tempelhof_Tempelhof,80.0,0,"Friedrich-Wilhelm-Straße 54, 12103 Berlin, Germany"
157462,150.0,district_heating,False,False,2.4,850.0,1980.0,111386915,True,False,700.0,50.0,first_time_use,no,False,apartment,1.0,4.0,5.0,False,Kreuzberg_Kreuzberg,35.126613090844536,0,"Schleiermacherstraße 15, 10961 Berlin, Germany"
157471,101.3,central_heating,True,False,32.13564239968631,929.34,2020.0,114811747,True,False,772.41,50.65,first_time_use,no,True,apartment,2.0,0.0,5.0,False,Friedrichsfelde_Lichtenberg,55.63,1,"Löwenberger Straße  7, 10315 Berlin, Germany"
157553,200.0,central_heating,False,True,10.0,958.0,1954.0,82686316,False,False,758.0,75.76,modernized,negotiable,False,roof_storey,2.0,4.0,5.0,False,Plänterwald_Treptow,111.0,0,"Köpenicker Landstr. 272, 12437 Berlin, Germany"
157585,147.62,floor_heating,True,True,32.13564239968631,1347.62,2019.0,110580808,False,True,1200.0,76.22,first_time_use,no,True,ground_floor,2.0,0.0,6.0,False,Friedrichshain_Friedrichshain,70.25322618168907,0,"Siegfried-Hirschmann-Park 1, 10247 Berlin, Germany"
157609,175.0,combined_heat_and_power_plant,True,True,32.13564239968631,1595.0,2019.0,110974022,True,True,1320.0,93.81,mint_condition,no,True,apartment,3.0,2.0,4.0,False,Grünau_Köpenick,100.0,1,"Relingstr. 46, 12527 Berlin, Germany"
157638,120.0,self_contained_central_heating,False,False,40.0,1170.0,1900.0,111177362,True,False,1050.0,65.87,modernized,no,False,apartment,3.0,3.0,5.0,False,Friedrichsfelde_Lichtenberg,105.37983927253362,0,"Archenholdstraße 3, 10315 Berlin, Germany"
157649,129.94,district_heating,True,True,40.0,1325.39,2019.0,115340072,True,True,1130.48,64.97,first_time_use,negotiable,True,apartment,2.0,3.0,5.0,False,Tiergarten_Tiergarten,64.97,0,"Heidestraße 19, 10557 Berlin, Germany"
157658,300.0,district_heating,False,True,32.13564239968631,1000.0,1980.0,113791400,True,True,1000.0,50.0,first_time_use,no,True,apartment,2.0,2.0,6.0,False,Wilmersdorf_Wilmersdorf,70.25322618168907,0,"Seesener Straße 40, 10711 Berlin, Germany"
157672,150.32,central_heating,False,True,32.13564239968631,522.76,1968.0,111426099,False,False,372.44,57.0,first_time_use,no,False,apartment,3.0,5.0,5.0,False,Buch_Pankow,105.37983927253362,0,"Karower Chaussee 149, 13125 Berlin, Germany"
157681,182.89,central_heating,False,False,40.0,500.0,1920.0,111388062,False,False,500.0,28.0,first_time_use,no,False,roof_storey,1.0,1.0,5.0,False,Niederschöneweide_Treptow,35.126613090844536,0,"Köllnische Straße 56, 12439 Berlin, Germany"
157683,168.0,district_heating,False,True,40.0,797.0,1988.0,115624265,False,True,629.0,69.8,modernized,no,True,apartment,3.0,4.0,6.0,False,Hellersdorf_Hellersdorf,82.0,0,"Naumburger Ring 50, 12627 Berlin, Germany"
157697,120.0,central_heating,False,False,2.4,670.0,1980.0,113787364,True,False,550.0,55.0,well_kept,no,False,half_basement,2.0,3.0,5.0,False,Johannisthal_Treptow,70.25322618168907,0,"Eisenhutweg 34, 12487 Berlin, Germany"
157846,155.0,night_storage_heater,False,True,40.0,342.59,1973.0,111423829,False,False,187.59,31.26,first_time_use,no,False,apartment,1.0,4.0,5.0,False,Staaken_Spandau,74.0,0,"Heerstr. 455, 13593 Berlin, Germany"
157965,269.0,district_heating,True,True,40.0,1889.0,2019.0,113725802,True,True,1620.0,89.79,mint_condition,no,True,apartment,3.0,3.0,5.0,False,Mitte_Mitte,105.37983927253362,0,"Stallschreiber Str. 24, 10179 Berlin, Germany"
157997,176.0,floor_heating,True,True,32.13564239968631,1555.0,2018.0,113831960,True,True,1273.0,88.0,mint_condition,no,True,ground_floor,3.0,0.0,5.0,True,Weißensee_Weißensee,106.0,1,"Lehderstraße 30, 13086 Berlin, Germany"
158046,218.33,district_heating,False,True,40.0,655.55,1989.0,113427221,False,False,437.22,69.4,modernized,no,True,apartment,3.0,5.0,8.0,False,Hellersdorf_Hellersdorf,82.45,0,"Ludwigsfelder Str. 16, 12629 Berlin, Germany"
158110,170.0,district_heating,False,True,40.0,819.0,1968.0,106007344,False,False,549.0,75.94,modernized,no,True,ground_floor,2.5,3.0,6.0,False,Waidmannslust_Reinickendorf,100.0,0,"Todtnauer Zeile 9, 13469 Berlin, Germany"
158145,338.0,district_heating,False,True,2.4,1045.76,1980.0,110732145,True,True,707.76,87.0,first_time_use,negotiable,True,apartment,3.0,2.0,2.0,True,Johannisthal_Treptow,105.37983927253362,0,"Herrenhausstraße 17, 12487 Berlin, Germany"
158162,36.47,central_heating,False,True,40.0,922.88,2017.0,112885876,False,False,777.0,74.0,first_time_use,no,False,apartment,3.0,3.0,3.0,False,Adlershof_Treptow,109.41,0,"Newtonstraße 10, 12489 Berlin, Germany"
158168,250.0,combined_heat_and_power_plant,False,True,40.0,1350.0,2013.0,115600249,True,True,1100.0,87.1,fully_renovated,negotiable,True,apartment,2.5,4.0,5.0,False,Steglitz_Steglitz,87.81653272711134,1,"Bismarckstr. 2, 12157 Berlin, Germany"
158207,113.0,central_heating,False,True,40.0,796.26,1930.0,115704925,True,False,644.26,70.48,first_time_use,no,False,roof_storey,2.0,0.0,4.0,False,Spandau_Spandau,39.0,0,"Germersheimer Weg 52, 13583 Berlin, Germany"
158275,198.8,district_heating,False,True,40.0,888.8,1980.0,106998025,True,True,690.0,67.0,first_time_use,no,False,apartment,2.0,5.0,6.0,True,Charlottenburg_Charlottenburg,70.25322618168907,0,"Danckelmann str. 1, 14059 Berlin, Germany"
158362,175.0,central_heating,False,True,10.0,1349.0,1997.0,87350495,True,False,999.99,99.74,fully_renovated,no,False,apartment,3.0,0.0,2.0,True,Lichtenrade_Tempelhof,175.0,1,"Münchener Straße 24 a, 12309 Berlin, Germany"
158371,345.0,central_heating,False,True,40.0,1645.0,1910.0,109388573,True,True,1300.0,130.0,refurbished,negotiable,False,apartment,3.0,2.0,2.0,False,Biesdorf_Marzahn,150.0,0,"Oberfeldstraße 45, 12683 Berlin, Germany"
158382,205.02,district_heating,False,True,10.0,975.12,1959.0,113785547,False,True,770.1,59.93,first_time_use_after_refurbishment,no,True,apartment,2.0,3.0,3.0,False,Kreuzberg_Kreuzberg,59.99,0,"Alexandrinenstr. 43, 10969 Berlin, Germany"
158385,0.0,central_heating,False,True,2.4,1790.0,2013.0,79469490,True,False,1990.0,30.0,mint_condition,yes,True,roof_storey,2.0,10.0,10.0,False,Mitte_Mitte,70.25322618168907,1,"Otto-Braun Strasse 67, 10178 Berlin, Germany"
158398,45.0,central_heating,False,True,40.0,640.0,2014.0,115506358,True,False,550.0,28.9,mint_condition,negotiable,True,apartment,1.0,2.0,5.0,False,Adlershof_Treptow,45.0,0,"Dörpfeldstraße 5, 12489 Berlin, Germany"
158402,210.0,floor_heating,False,True,40.0,1410.0,2016.0,86100685,True,True,1200.0,92.1,mint_condition,no,True,apartment,2.0,2.0,3.0,False,Oberschöneweide_Köpenick,70.25322618168907,1,"An der Wuhlheide 204B, 12459 Berlin, Germany"
158462,193.0,district_heating,False,True,40.0,702.32,1959.0,113869908,False,False,509.32,79.21,first_time_use,no,False,apartment,4.0,1.0,6.0,False,Tegel_Reinickendorf,26.0,0,"Berliner Str. 53A, 13507 Berlin, Germany"
158511,499.0,central_heating,False,False,40.0,2449.0,1998.0,105016805,True,True,1950.0,115.93,first_time_use,no,True,apartment,4.0,2.0,5.0,False,Tiergarten_Tiergarten,140.50645236337814,0,"Rudolf-von-Gneist-Gasse 6, 10785 Berlin, Germany"
158517,177.0,central_heating,False,True,32.13564239968631,1501.03,2018.0,115650568,True,True,1324.03,65.41,first_time_use,no,True,apartment,3.0,2.0,7.0,True,Mitte_Mitte,105.37983927253362,1,"Neue Grünstraße 19c, 10179 Berlin, Germany"
158526,153.78,central_heating,False,False,32.13564239968631,666.5,1910.0,111394461,False,True,512.72,55.61,first_time_use,no,False,apartment,2.0,2.0,3.0,False,Weißensee_Weißensee,61.16,0,"Behaimstraße 58, 13086 Berlin, Germany"
158567,165.0,district_heating,False,False,10.0,1017.5,2010.0,106069526,True,True,852.5,55.0,first_time_use,no,True,other,2.0,2.0,6.0,False,Pankow_Pankow,70.25322618168907,0,"Schonensche Straße 26, 13189 Berlin, Germany"
158593,285.0,floor_heating,True,True,40.0,1680.0,2019.0,115696680,True,False,1395.0,93.67,first_time_use,negotiable,True,apartment,3.0,2.0,4.0,False,Charlottenburg_Charlottenburg,105.37983927253362,1,"Tauroggener Straße 35 A, 10589 Berlin, Germany"
158596,91.06,central_heating,False,True,2.4,451.71,1985.0,111404801,False,False,307.11,45.03,first_time_use,no,True,apartment,2.0,5.0,22.0,False,Marzahn_Marzahn,53.54,0,"Helene-Weigel-Platz 7, 12681 Berlin, Germany"
158679,173.0,central_heating,False,True,40.0,1367.0,1911.0,112820329,False,False,1194.0,66.33,first_time_use,negotiable,False,apartment,2.0,3.0,5.0,False,Prenzlauer_Berg_Prenzlauer_Berg,70.25322618168907,0,"Dunckerstr. 60, 10439 Berlin, Germany"
158695,170.0,central_heating,False,True,40.0,899.0,1966.0,111307219,False,False,649.0,79.0,modernized,negotiable,True,ground_floor,3.5,0.0,11.0,False,Staaken_Spandau,80.0,0,"Meydenbauerweg 42, 13593 Berlin, Germany"
158700,179.1,district_heating,False,False,40.0,739.17,1930.0,107378452,False,True,560.07,56.67,refurbished,no,False,apartment,2.5,2.0,4.0,False,Reinickendorf_Reinickendorf,89.25,0,"Romanshorner Weg 82, 13407 Berlin, Germany"
158712,204.0,central_heating,False,True,40.0,2308.0,1980.0,115440220,True,True,2104.0,124.0,first_time_use,no,True,apartment,3.0,5.0,5.0,False,Prenzlauer_Berg_Prenzlauer_Berg,105.37983927253362,1,"Gubitzstraße 51C, 10409 Berlin, Germany"
158728,80.0,central_heating,False,True,40.0,571.0,1980.0,111605809,True,True,491.0,24.58,first_time_use,no,True,apartment,1.0,6.0,5.0,False,Mitte_Mitte,35.126613090844536,0,"Wadzeckstraße 4, 10178 Berlin, Germany"
158750,122.54,central_heating,False,True,40.0,1216.7,2017.0,113804466,True,False,1034.9,69.72,mint_condition,no,True,apartment,2.0,5.0,5.0,False,Mitte_Mitte,59.26,0,"Chausseestraße  7L, 10115 Berlin, Germany"
158770,205.52,district_heating,True,True,32.13564239968631,1410.31,2018.0,106342202,True,True,1204.79,70.87,first_time_use,no,True,apartment,2.0,1.0,6.0,False,Schöneberg_Schöneberg,70.25322618168907,0,"Kurfürstenstr. 137, 10783 Berlin, Germany"
158771,185.0,central_heating,False,True,40.0,997.0,1910.0,106898675,True,True,759.0,55.0,refurbished,no,False,apartment,2.0,2.0,6.0,False,Wedding_Wedding,53.0,0,"Gerichtstr. 84, 13347 Berlin, Germany"
158835,60.0,central_heating,False,False,2.4,312.56,1910.0,115638939,False,False,232.56,32.0,first_time_use,negotiable,False,ground_floor,1.0,0.0,4.0,False,Wedding_Wedding,20.0,0,"Brüsseler Straße 42, 13353 Berlin, Germany"
158909,200.0,central_heating,False,True,32.13564239968631,1400.0,1980.0,115710835,True,True,1200.0,62.0,first_time_use,no,True,apartment,2.0,4.0,6.0,False,Schöneberg_Schöneberg,70.25322618168907,0,"Bautzenerstr. 32, 10828 Berlin, Germany"
158938,210.0,central_heating,False,False,40.0,1740.0,1918.0,111270800,True,False,1400.0,91.68,modernized,no,False,roof_storey,3.0,5.0,6.0,False,Neukölln_Neukölln,130.0,0,"Karl-Marx-Straße 221, 12055 Berlin, Germany"
158949,180.0,central_heating,False,True,10.0,1362.8,1980.0,109699565,True,True,1072.8,107.28,refurbished,negotiable,False,apartment,4.0,3.0,5.0,False,Grunewald_Wilmersdorf,110.0,0,"Bornstedter str 10, 10711 Berlin, Germany"
158970,100.0,central_heating,False,False,40.0,980.0,1900.0,113797727,True,False,800.0,59.0,first_time_use_after_refurbishment,no,False,apartment,2.0,1.0,5.0,False,Neukölln_Neukölln,80.0,0,"Donaustraße 112, 12043 Berlin, Germany"
158987,218.0,central_heating,False,True,40.0,1599.0,2017.0,111513406,True,False,1284.0,96.91,first_time_use,no,False,ground_floor,3.0,1.0,2.0,False,Adlershof_Treptow,97.0,1,"Gemeinschaftsstraße 50, 12489 Berlin, Germany"
158989,121.0,central_heating,False,False,40.0,956.0,1880.0,110508161,True,False,748.0,78.0,first_time_use_after_refurbishment,negotiable,False,apartment,3.0,2.0,2.0,False,Spandau_Spandau,87.0,0,"Emdenzeile 4, 13585 Berlin, Germany"
159030,705.0,district_heating,False,True,2.4,3275.0,1990.0,115205242,True,True,2570.0,156.68,fully_renovated,no,True,apartment,4.0,9.0,11.0,False,Tiergarten_Tiergarten,140.50645236337814,1,"Rudolf-von-Gneist-Gasse 1, 10785 Berlin, Germany"
159038,120.0,central_heating,False,True,40.0,1234.0,1930.0,103132456,False,False,1014.0,75.36,first_time_use_after_refurbishment,no,False,apartment,3.0,2.0,3.0,False,Britz_Neukölln,100.0,0,"Tempelhofer Weg 96, 12347 Berlin, Germany"
159048,150.0,central_heating,False,True,40.0,2280.0,1998.0,112620635,False,True,1980.0,140.0,refurbished,no,False,apartment,4.0,3.0,4.0,False,Wilmersdorf_Wilmersdorf,150.0,0,"Fechnerstr. 21, 10717 Berlin, Germany"
159080,118.0,district_heating,False,False,40.0,647.0,1997.0,115483074,True,True,529.0,43.0,well_kept,no,False,apartment,1.5,2.0,6.0,False,Karow_Weißensee,39.0,0,"Pfannschmidtstr. 39, 13125 Berlin, Germany"
159162,102.0,heat_pump,True,True,40.0,1052.0,2019.0,114162823,False,True,950.0,67.86,first_time_use,negotiable,False,apartment,3.0,1.0,2.0,True,Müggelheim_Köpenick,105.37983927253362,0,"Geinsheimer Weg 6, 12559 Berlin, Germany"
159229,105.0,central_heating,False,True,40.0,1026.0,1914.0,106028225,False,False,850.0,71.0,first_time_use,no,False,terraced_flat,2.0,0.0,4.0,False,Britz_Neukölln,71.0,0,"Britzer Damm 51 A, 12347 Berlin, Germany"
