noRooms,totalRent,livingSpace,balcony
4.0,7415.506452363378,307.0,True
5.0,2283.6330654542226,163.0,True
4.0,2980.0,142.0,True
3.5,1431.5,85.6,True
1.0,289.24,24.7,True
2.0,1295.26,120.0,True
3.5,1169.0,90.21,False
3.0,1663.65,69.96,True
2.0,931.88,83.0,True
3.0,4822.0,173.43,True
1.0,845.0,51.66,False
1.5,599.79,44.77,True
2.0,999.37,70.94,True
2.0,1321.0,68.0,False
4.0,1600.0,120.0,True
5.0,4849.0,217.57,True
3.0,1060.32,71.86,True
1.0,406.38,38.45,True
1.0,649.0,35.0,False
2.0,1049.23,59.0,True
1.5,688.0,40.9,False
3.0,2010.5,123.0,False
4.0,1193.0,84.43,False
1.5,567.46,51.26,False
1.0,716.0,43.36,False
3.0,1029.0,70.49,False
3.0,1840.0,98.59,True
3.0,726.46,68.64,True
3.5,732.37,75.51,True
2.0,986.8,60.8,False
2.0,678.0,46.33,False
3.0,1365.3,111.0,True
2.0,1348.0,63.5,False
2.0,1264.32,67.43,False
2.0,813.23,61.61,False
2.0,1523.0,75.39,True
2.0,594.71,66.62,True
2.0,1037.65,76.15,True
2.0,1176.0,68.0,True
2.0,839.0,65.0,False
3.0,1623.0,94.4,True
1.5,657.0,46.02,True
1.0,550.74,47.89,False
1.0,465.0,33.05,False
2.0,750.86,61.36,True
3.0,1617.0,88.4,True
3.0,2086.0,97.0,True
6.0,3835.0,260.0,True
2.0,896.49,77.49,True
1.0,934.6,27.93,True
2.0,709.0,49.24,False
2.0,2290.0,86.5,True
4.0,2580.0,124.61,True
3.0,744.27,69.4,True
2.0,1513.0,75.65,True
2.0,960.0,68.33,True
2.0,13500.0,79.6,True
2.0,1121.66,58.42,True
4.0,2260.0,130.0,True
3.0,2489.0,139.83,True
2.5,849.0,65.0,True
3.0,1840.58,105.46,True
3.0,753.7,77.83,False
2.0,750.0,47.73,False
3.0,1703.8,88.74,False
4.0,2091.0,122.0,False
3.0,849.31,74.45,True
3.0,1860.0,119.3,True
3.0,1788.57,81.67,True
3.0,681.82,62.23,True
3.0,1130.0,77.0,True
2.5,760.16,54.05,True
2.0,630.0,63.0,True
4.0,884.08,88.26,True
2.0,1230.75,65.0,True
2.0,675.0,45.0,True
1.5,624.22,48.86,True
2.0,651.72,56.33,True
2.0,1489.84,85.23,False
2.0,793.4999999999999,58.35,True
3.0,930.0,74.7,True
2.0,1398.67,61.48,True
2.0,1750.0,97.0,True
2.0,1031.0,66.5,True
6.0,2999.99,215.15,True
1.0,743.0,36.25,False
4.0,3960.0,240.0,True
3.0,728.3,68.84,True
2.0,818.63,64.51,False
4.0,2442.8,174.8,True
3.0,1031.66,80.0,True
2.0,1127.8,51.6,True
7.0,2944.0,234.0,False
2.0,719.0,60.0,True
3.0,1750.0,72.0,True
3.0,1761.92,79.01,True
3.0,1193.0,83.0,True
3.0,819.83,71.29,True
2.0,750.0,34.98,False
3.0,1110.0,98.5,True
1.0,494.9,34.48,False
2.0,794.77,66.23,True
3.0,836.75,79.4,True
8.0,3865.0,224.0,True
2.0,1279.0,63.0,True
5.0,2240.0,175.0,True
2.0,649.0,59.0,True
2.0,1359.86,66.66,True
2.0,669.0,61.69,True
2.0,746.27,63.5,False
4.0,2150.0,155.0,True
2.0,1124.0,69.0,True
3.0,705.52,59.56,True
3.0,1107.39,78.93,True
4.0,2666.0,138.74,True
2.0,890.0,59.94,False
2.0,815.0,57.62,False
1.5,675.6,51.03,False
3.0,1695.0,90.56,True
2.0,1485.0,75.0,False
2.0,760.0,66.48,True
4.0,2642.69,122.29,True
1.0,801.1,46.82,False
2.0,619.1,51.15,False
2.0,974.82,44.31,True
1.0,552.81,44.26,True
2.5,1692.0,94.0,True
2.0,649.0,56.0,True
3.0,1279.0,88.55,True
2.0,1497.0,76.5,False
2.0,1100.0,51.6,True
3.0,1400.0,80.0,True
3.0,605.59,61.17,True
2.0,1063.0,71.56,True
1.0,545.02,32.06,True
2.0,502.28,49.01,False
1.0,638.0,43.63,False
2.0,673.88,65.87,True
2.0,806.16,72.91,True
4.0,1792.71,117.13,True
3.0,911.0,75.0,True
3.0,1056.0,88.4,True
2.0,980.0,61.31,True
1.0,683.0,25.05,False
1.0,710.0,23.0,False
2.0,892.8,62.0,True
3.0,1237.0,87.58,True
2.0,1051.0,51.0,False
1.0,484.54,38.03,True
1.0,472.54,44.0,True
4.0,1300.0,88.25,True
1.0,682.1266130908446,26.0,True
3.0,2147.17,104.74,True
3.0,2343.0,72.78,True
3.0,1561.0,98.17,True
2.0,2290.0,96.0,True
3.0,5288.0,150.0,True
3.0,953.0,80.4,False
5.0,3357.0,140.0,True
2.0,1339.34,66.14,True
1.0,594.3,45.49,True
2.0,935.0,55.97,True
5.5,3095.0,170.0,True
2.0,803.0,58.79,True
2.0,1492.38,68.0,True
3.0,2170.0,96.92,True
3.0,1393.38,85.17,True
1.0,410.0,35.0,True
2.0,1593.08,75.1,True
2.0,890.0,58.0,False
3.0,1426.0,102.28,True
4.0,2269.0,102.92,True
1.0,499.0,40.77,True
1.0,429.33,47.4,False
3.0,1014.0,84.77,True
3.0,1195.0,78.0,False
3.0,1448.0,98.27,False
2.0,940.0,52.0,False
5.0,1499.0,144.0,True
2.0,913.0,61.71,True
1.0,342.28,29.0,True
3.0,1035.29,97.79,False
3.0,1941.28,135.85,True
2.0,1267.57,50.26,True
2.0,860.0,64.5,True
2.0,896.92,54.96,True
1.5,690.0,55.03,True
1.0,307.5,32.5,False
4.0,2055.0,140.51,True
3.0,1980.0,105.4,False
2.0,1120.0,73.44,False
3.0,1340.0,97.61,True
3.0,1430.0,77.14,True
2.0,672.76,62.74,True
2.0,1629.0,52.0,True
2.0,950.0,72.0,True
2.0,432.64,41.6,True
2.0,1844.0,111.2,True
2.0,699.0,55.0,True
6.0,4650.0,235.0,True
4.0,1606.0,112.53,True
2.0,780.0,68.66,False
3.0,1010.53,74.86,True
3.0,818.37,90.0,True
4.0,1712.5614523633783,129.53,True
3.0,1596.48,107.25,True
2.0,1200.0,55.0,True
3.0,1744.0,100.0,True
3.0,2495.0,119.26,True
4.0,1750.0,132.0,True
5.0,6831.633065454223,225.0,False
4.0,2025.0,115.11,False
1.0,750.0,16.0,True
2.0,659.0,52.0,True
3.0,1016.05,79.4,True
2.0,658.0,47.63,True
3.0,832.0,68.86,True
2.0,955.76,64.48,False
4.0,3560.5064523633782,125.41,True
5.0,1699.49,125.33,True
2.0,1200.0,117.8,True
2.0,730.0,58.63,True
2.0,1234.0,55.85,False
1.0,428.42,43.4,True
2.0,1318.31,69.91,True
3.0,1270.0,70.0,False
1.0,517.0,36.09,True
2.0,1168.0,70.0,True
4.0,3150.0,198.0,True
4.0,2275.78,108.37,False
3.0,1436.0,69.87,False
2.0,997.88,70.97,True
1.5,849.0,38.0,True
3.5,899.0,87.0,True
1.0,750.0,15.0,False
1.5,645.06,51.0,False
3.0,794.0,68.54,True
3.5,2410.0,91.0,False
3.0,978.0,93.03,False
4.0,2614.0,152.0,True
8.0,3270.0,267.0,True
4.0,1403.96,93.64,True
1.0,550.0,43.69,True
2.0,681.76,46.11,True
2.0,719.0,60.0,True
4.0,2171.6,158.0,True
1.0,425.0,33.5,False
2.0,740.0,60.57,False
4.0,1650.0,125.0,True
2.0,823.85,66.98,True
2.0,1600.0,60.0,True
2.0,1301.0,57.0,True
1.0,1650.0,88.0,True
7.0,5782.886291635912,226.0,True
4.0,2025.0,140.0,True
3.0,3719.5,173.0,True
2.0,987.45,69.71,True
2.0,917.5,75.0,True
1.0,830.0,21.0,False
1.5,490.0,38.0,True
1.0,344.93,32.55,False
2.0,845.0,54.0,True
3.0,2190.0,100.46,True
2.0,850.0,50.0,True
3.5,2750.0,110.0,True
3.0,875.0,60.0,True
3.0,2801.89,122.89,False
3.5,1810.0,111.11,True
2.0,532.8,51.18,True
2.0,1350.0,57.7,True
1.0,519.0,37.0,False
2.0,1370.5,71.38,False
2.0,899.0,67.14,False
1.0,710.0,40.0,True
3.0,1472.5748392725336,101.09,True
2.0,1184.17,78.51,False
3.0,2499.0,107.0,True
1.0,560.0,32.28,False
2.0,1250.0,75.0,True
2.5,591.61,39.8,True
3.0,1049.0,77.0,True
3.0,1204.7,84.93,True
1.0,522.0,39.23,True
4.0,1500.0,119.35,True
1.0,629.0,42.36,False
2.0,853.0,69.3,True
3.0,1640.0,78.0,True
3.0,1250.63,76.7,True
2.0,650.0,62.82,True
2.0,1410.0,46.57,True
3.0,1774.43,81.96,True
3.0,897.0,74.27,True
3.0,2019.0,112.0,True
2.0,1680.0,70.0,False
3.0,1800.0,110.5,True
3.0,1964.0,115.0,True
1.0,486.07,38.0,False
2.0,949.0,51.27,False
2.0,717.93,51.63,True
1.0,648.86,52.52,True
2.0,1500.0,45.5,False
5.0,3150.0,168.0,True
4.0,1250.0,82.69,True
3.0,925.0,76.7,False
2.0,834.69,59.7,True
3.0,1482.0,86.91,False
9.0,1943.0,215.5,False
2.0,934.0,52.19,True
4.0,1414.5,123.0,True
2.0,1445.0,67.17,True
3.0,1207.0,69.47,True
2.0,518.54,58.63,True
2.0,932.0,56.78,True
2.0,802.49,64.25,False
4.0,1330.55,81.88,True
3.0,2137.87,130.0,False
1.0,515.0,19.5,False
2.0,1250.0,63.36,False
2.5,1300.0,75.0,True
3.5,1779.0,111.52,True
3.0,1399.0,85.92,False
3.0,1350.0,100.0,True
3.0,785.57,56.31,True
2.0,804.0,56.36,True
2.0,759.0,59.0,True
3.0,1047.91,84.0,True
3.0,2436.48,101.52,True
3.0,920.17,87.14,True
1.0,398.26,37.93,True
2.5,865.0,60.02,True
2.0,737.0,59.34,True
4.0,1695.0,130.0,True
2.0,1513.4,75.67,True
2.0,985.0,65.0,True
2.5,1230.0,63.76,False
2.0,947.85,67.62,True
3.0,959.77,58.42,False
2.0,1139.0,72.31,True
1.0,536.0,19.5,False
4.0,2318.0,112.0,True
4.0,2158.01,92.42,True
3.0,868.67,85.2,True
4.0,4751.0,211.73,True
4.0,1428.5,85.3,True
4.0,3354.0,134.77,True
2.0,706.41,57.75,True
1.0,750.0,38.0,False
1.0,615.0,21.0,False
2.0,990.0,75.0,True
3.0,1165.4,95.53,False
4.0,1995.0,116.81,True
1.0,506.77,29.81,True
2.0,799.0,70.91,True
3.0,1678.0,82.05,False
3.0,1160.0,65.0,True
3.0,2039.3,91.04,True
3.0,899.0,88.0,True
2.0,751.0,51.8,True
3.0,1631.07,90.25,True
1.0,830.0,14.0,True
2.0,1524.44,64.13,False
3.0,1547.22,74.26,True
2.0,1250.0,57.25,True
1.0,499.0,37.0,False
2.0,1100.0,56.06,False
3.0,1593.2398392725338,114.45,True
1.0,626.4,34.8,False
2.0,1200.0,50.0,True
3.0,584.29,70.0,True
1.0,1710.0,65.65,True
2.0,979.0,70.01,True
3.0,1050.0,101.0,True
2.0,1220.0,88.58,True
1.0,706.0,40.39,False
2.0,1420.0,51.0,True
1.0,630.0,27.01,True
2.0,1200.0,50.0,False
2.0,1419.08,63.07,True
3.0,970.0,85.0,True
2.0,1349.0,51.0,True
2.5,1000.0,56.12,True
2.0,975.0,80.0,False
2.0,1126.0,61.0,True
2.5,1053.51,54.75,False
1.0,969.0,48.0,True
1.0,423.26,37.37,True
3.0,1761.92,79.01,True
2.0,683.21,43.19,True
3.0,733.0,68.74,True
4.0,3020.5064523633782,129.06,True
3.0,1093.48,72.42,True
1.0,930.0,30.68,False
2.0,841.34,71.3,True
3.0,1790.0,86.0,True
3.0,1047.4,88.77,True
4.0,1830.02,157.3,True
2.0,859.0,66.15,False
3.0,2596.0,137.5,True
2.0,2455.0,104.5,True
4.0,4595.506452363378,172.2,True
2.0,1482.57,78.86,False
2.0,768.61,71.31,True
3.0,578.7,66.45,True
3.0,1485.84,90.06,True
2.0,866.74,79.72,True
2.0,974.82,44.31,True
4.0,4751.0,211.73,True
2.0,1043.38,77.1,True
2.0,990.0,61.0,False
2.0,820.2532261816891,62.0,True
3.5,1182.0,91.2,True
2.5,990.0,69.0,True
3.0,849.0,58.47,True
1.0,425.0,41.23,False
1.0,306.0,26.76,False
2.0,947.0,51.37,False
3.0,1646.89,80.73,True
1.0,505.1,48.0,True
4.0,2255.84,136.53,True
1.0,550.0,51.0,False
4.0,1485.46,95.36,False
2.0,770.0,46.24,True
3.5,1809.0,72.25,True
2.0,735.2532261816891,35.0,False
3.0,3060.0,139.0,False
2.0,971.7,79.0,True
3.0,850.02,82.0,False
3.0,1526.69,75.51,True
1.0,750.0,15.0,False
1.0,416.53,36.22,True
2.0,1493.0,66.55,True
2.0,608.0,64.34,True
2.0,1338.0,61.57,True
2.0,1405.0,55.0,True
2.0,983.0,77.0,True
4.0,1023.82,86.23,True
2.0,608.2,50.56,True
1.0,531.0,19.5,False
2.0,652.6800000000001,64.38,True
2.0,1006.0,66.79,True
1.0,715.29,43.29,True
3.0,2480.0,107.0,True
2.0,617.15,60.0,True
3.0,1296.0,80.17,True
1.0,490.0,36.0,True
5.5,2150.0,171.6,False
1.0,807.0,30.05,False
2.0,686.18,69.39,False
2.0,789.0,61.0,False
3.0,1585.0,97.0,True
2.0,589.0,55.78,False
4.0,2269.0,102.92,True
2.0,955.0,70.0,True
3.0,1400.0,67.67,True
6.0,2880.0,187.0,True
2.0,1075.04,67.19,True
2.0,979.0,68.6,True
1.0,504.23,40.11,True
2.0,715.0,67.0,True
2.0,829.0,55.71,True
3.5,1615.0,116.52,False
2.0,796.0,67.0,True
1.0,540.0,32.0,False
3.0,740.36,69.14,True
2.0,729.0,63.0,False
2.0,1012.0,81.27,True
3.0,1290.0,83.13,True
1.0,1715.0,125.0,True
2.0,948.1,75.31,True
4.0,1200.0,75.0,False
2.0,863.0,71.64,True
2.5,2411.0,138.98,True
5.0,6119.0,208.53,True
1.0,550.0,20.3,False
3.0,659.45,67.85,True
2.0,614.13,52.18,True
4.5,2950.0,168.22,False
1.0,538.0,35.69,True
2.0,1329.26,84.25,True
2.0,804.0,51.76,True
1.0,750.0,35.0,False
2.0,1391.0,76.06,True
5.0,2550.0,155.0,True
2.0,682.33,59.43,False
2.0,845.0,70.0,True
1.0,593.0,22.4,True
6.0,2300.0,170.7,True
2.0,494.82,44.11,False
1.0,780.0,26.0,True
2.0,1390.0,69.04,True
2.0,1300.0,52.0,True
3.0,2900.0,117.0,True
2.0,1075.95,61.09,True
2.5,900.0,79.0,True
4.0,3230.5064523633782,134.62,True
2.0,784.37,52.69,True
3.0,1720.0,73.84,True
3.5,1429.1,82.05,False
1.0,850.0,36.41,False
3.0,778.0,69.86,True
1.0,819.0,30.5,False
2.0,660.0,63.0,False
3.0,964.9,71.74,True
3.0,1337.82,92.42,True
3.0,3864.56,158.67,True
4.0,1348.97,97.26,True
2.0,1090.0,114.7,True
1.0,819.88,30.59,True
1.0,730.0,14.0,False
2.0,1059.363226181689,82.43,True
2.0,1458.0,68.0,False
2.0,1350.0,68.0,False
2.0,1458.0,78.0,True
2.0,1599.0,48.0,True
3.0,1790.0,94.66,False
2.0,803.0,53.57,True
2.0,913.35,71.15,False
1.0,795.0,38.0,False
2.0,1345.24,65.67,True
2.0,616.7,59.0,True
2.0,1563.75,75.91,True
2.0,868.06,49.19,False
3.0,870.0,75.0,True
1.0,950.0,50.0,False
1.0,649.0,39.0,False
2.0,910.0,74.7,True
2.0,1017.25,63.71,True
3.0,901.0,68.0,True
3.0,1931.26,80.78,True
3.0,2067.77,98.7,True
2.0,1336.1,65.98,True
2.0,1131.0,79.59,True
3.0,1650.0,85.0,True
2.5,1265.0,60.0,True
3.0,2562.3499999999995,140.91,True
2.0,695.23,63.11,False
1.0,656.1266130908446,21.0,True
3.0,1391.0,84.5,True
4.0,1800.0,105.0,True
2.0,620.0,58.87,False
4.0,2679.0,153.75,True
2.0,990.0,112.0,False
3.0,727.87,70.31,True
6.0,2987.04,165.03,True
2.0,885.0,49.0,False
2.5,1290.0,77.0,True
2.0,1340.0,62.0,True
1.0,399.76,36.03,True
2.0,1350.0,83.11,True
2.0,1070.0,71.0,True
4.0,2504.7,126.5,False
3.0,688.41,76.49,True
4.0,2130.96,92.05,True
2.0,860.0,57.43,True
3.0,1041.0,78.42,True
2.0,1400.0,56.0,True
1.0,675.0,30.6,False
4.0,1540.0,106.0,True
3.0,979.0,81.04,True
1.5,727.95,54.4,True
2.5,1083.26,73.14,True
3.0,1997.37,95.34,True
3.0,1500.0,73.0,True
3.0,1293.4,88.7,True
2.0,872.0,59.57,True
1.0,467.44,48.79,True
1.0,539.0,19.35,False
3.0,1690.0,80.0,False
3.0,1937.0,126.7,False
4.0,12300.0,403.0,True
1.0,790.0,16.0,True
2.5,2840.25,157.0,True
4.0,3170.0,139.07,True
4.0,1360.0,86.28,True
2.0,860.0,74.53,True
2.0,855.99,77.45,False
2.0,1188.54,55.42,False
3.0,699.0,70.23,True
3.0,2050.0,86.4,True
3.0,2088.88,97.84,False
2.0,1040.0,74.03,True
3.5,5620.0,238.46,True
2.0,1445.0,87.08,False
4.5,1974.0,190.0,True
3.0,1593.0,112.06,True
2.0,1506.0,57.0,True
3.0,1119.0,77.58,False
4.0,2277.01,125.51,True
1.0,494.63,41.58,False
2.0,1410.0,47.0,True
4.0,2399.0,154.6,False
1.0,400.77,36.03,True
2.0,1183.0,77.2,True
2.0,973.4232261816892,61.92,True
3.0,1250.0,59.91,True
1.0,639.0,37.8,False
1.0,456.93,36.03,True
2.0,1099.0,83.0,False
3.0,740.0,60.0,True
2.5,530.0,52.0,False
2.0,972.66,73.43,True
2.0,790.0,55.0,False
4.0,2425.4,181.0,True
5.0,6650.0,310.0,True
3.0,1342.0,93.65,False
4.0,1461.15,106.42,True
5.0,2735.0,152.0,True
2.0,1376.1,61.16,True
2.0,580.68,49.37,True
2.0,599.0,45.0,True
3.0,1513.2,95.11,False
4.0,1175.0,95.42,False
2.0,890.0,67.0,True
6.0,1970.0,153.0,True
2.0,656.0,48.69,True
3.0,1698.59,85.26,True
3.0,1442.14,84.0,False
2.0,771.81,59.86,True
2.0,1100.0,69.2,True
1.5,638.8,43.62,False
2.0,1323.28,65.61,True
2.0,830.0,56.0,False
1.0,675.0,42.24,True
3.0,773.89,73.16,False
3.0,998.0,74.51,True
3.0,941.27,82.45,True
2.0,1167.6,52.97,True
3.0,2235.0,130.39,True
2.0,686.18,69.39,True
2.0,685.0,31.26,True
2.0,1500.0,60.0,True
3.0,1782.42,90.94,True
2.0,936.36,55.08,True
4.0,2090.5064523633782,122.0,True
5.5,2792.21,165.0,True
3.0,606.3,66.3,True
2.0,848.08,73.65,False
3.0,1361.0,73.0,True
3.0,1039.0,91.54,True
3.0,2650.0,99.47,True
2.0,1392.01,67.49,True
3.0,1040.0,92.0,True
2.0,823.0,70.88,True
3.5,1176.0,97.0,True
2.0,1210.0,55.45,False
1.5,540.0,42.0,False
1.0,529.57,29.53,True
2.0,1035.0,85.0,True
4.0,1610.0,96.0,False
2.0,1366.8,86.0,True
4.0,1657.6,102.4,True
2.0,996.5,63.8,False
2.0,775.2,57.0,True
1.0,643.0,17.0,False
4.0,2470.0,130.0,True
2.0,970.0,62.09,True
2.0,835.0,77.0,True
4.0,2800.0,181.0,True
2.0,1079.0,62.03,True
2.0,1249.0,61.84,False
3.0,979.41,98.93,True
3.0,1567.39,88.19,True
4.0,16800.0,456.0,True
2.0,699.0,71.69,True
2.0,1387.0,83.54,False
2.0,798.6,66.0,True
1.5,475.65,46.21,True
3.0,1096.3,78.3,False
2.0,2370.71,101.74,True
3.0,1798.0,118.0,True
1.0,519.0,43.58,False
2.0,768.8,57.67,True
1.0,465.0,35.0,True
2.0,3510.0,68.0,True
2.5,962.0,63.5,True
3.0,1200.0,97.0,False
2.0,838.0,53.96,True
1.0,1400.0,56.0,False
2.0,1011.0,75.0,True
2.0,773.0,65.0,False
2.0,1357.0,59.0,True
2.5,1654.8,84.0,True
4.0,1305.0,110.59,True
3.0,1299.25,89.13,True
3.0,870.52,72.0,True
2.0,822.35,40.75,True
3.0,520.52,60.0,True
2.0,697.0,55.98,True
3.0,1840.0,110.07,True
3.0,876.0,70.8,True
1.5,789.0,52.0,False
2.0,1285.0,62.0,True
2.0,649.0,56.0,True
1.0,536.0,19.5,False
3.0,560.44,62.23,True
3.0,1800.0,90.0,True
3.0,1680.94,81.97,True
4.0,1105.0,90.89,True
2.0,1380.0,62.18,True
4.0,1994.65,96.0,True
4.0,3265.5064523633782,171.0,True
3.0,1455.3798392725337,91.91,True
3.5,1868.52,106.47,True
2.0,652.49,50.6,True
1.0,777.56,24.26,False
3.0,1540.0,94.0,True
2.0,653.12,59.0,True
3.0,1261.0,74.5,True
1.0,790.0,46.0,True
4.0,1145.0,90.89,True
2.5,1479.0,85.0,True
1.5,671.0,40.66,True
1.0,690.0,43.63,False
2.0,1200.0,55.0,False
3.0,1793.0,110.0,True
3.0,798.98,70.72,True
3.0,1650.0,102.5,True
2.0,1373.91,63.46,True
1.0,656.1266130908446,21.0,True
1.0,1000.0,17.0,False
2.0,2356.2,67.32,False
2.0,893.0,77.65,True
1.0,408.76,39.0,False
3.0,1045.0,84.77,True
2.0,849.0,61.0,True
3.0,1512.0,89.74,True
2.0,734.0,55.4,False
2.0,804.61,64.74,False
1.0,405.0,37.4,False
2.0,549.0,52.28,True
1.0,574.21,39.9,True
3.0,1810.0,74.04,True
3.0,1844.9,115.0,True
2.0,844.0,57.2,False
1.0,1100.0,58.25,True
2.0,829.0,61.35,False
2.0,1390.0,60.0,True
2.0,759.0,66.0,True
2.0,873.0,54.0,False
1.0,463.88,32.6,False
2.0,1100.0,54.0,True
4.0,1500.0,138.0,False
4.0,1867.25,135.0,True
3.0,2643.8798392725334,133.0,True
3.0,1600.0,89.78,True
2.0,800.0,65.0,True
2.0,1183.0,80.0,False
2.5,1066.82,57.53,False
2.0,999.75,57.59,True
2.0,565.0,37.14,False
3.0,1140.0,106.5,True
3.0,677.8,66.39,True
3.0,1620.0,102.0,True
1.0,1480.0,66.0,True
2.0,1544.15,84.38,True
3.5,2440.0,163.0,True
2.0,943.8,61.7,False
2.0,608.29,33.0,False
2.0,650.0,58.0,False
3.0,2540.0,102.41,True
3.0,1462.0,74.0,True
4.0,5144.44,186.46,True
2.5,837.0,74.52,True
2.0,830.0,54.0,True
2.0,799.0,55.61,False
3.0,2600.0,160.0,True
2.5,1250.0,65.35,False
1.0,666.0,27.59,True
2.0,1256.93,57.79,True
3.0,1680.0,109.0,True
3.0,1040.0,81.35,True
3.0,1736.48,96.16,True
3.0,1116.3798392725337,67.55,True
2.0,984.0,62.3,True
5.0,4670.63,198.75,True
1.0,758.6,24.55,True
1.0,599.0,38.66,True
3.0,1480.3798392725337,90.0,True
3.0,2495.0,119.26,True
3.0,1979.0,101.45,True
2.0,890.2532261816891,57.65,True
4.0,1121.0,100.05,True
4.0,1750.0,122.0,True
3.0,2246.0,128.56,True
2.0,993.4,59.1,True
3.0,1271.0,80.0,False
3.0,1384.0,91.3,True
1.5,921.0,59.6,False
3.0,1294.0,66.3,False
3.0,1286.92,110.9,True
2.0,795.75,59.86,True
3.0,853.14,69.4,True
2.0,1338.6,75.84,False
3.0,1997.37,95.34,True
3.0,724.0,62.23,True
2.0,1140.0,66.0,True
2.0,804.75,59.7,True
2.0,1589.77,67.27,True
4.0,690.0,10.0,True
3.0,1544.0,102.63,True
2.0,1500.2532261816891,52.07,True
2.0,980.0,42.97,False
2.0,1450.0,93.0,True
3.0,797.0,65.5,False
2.0,1165.0,78.25,True
2.0,1177.25,52.5,True
3.0,1436.04,84.28,True
3.0,1274.14,98.35,True
2.0,788.0,61.68,False
2.0,1564.0,65.0,True
4.0,4040.5064523633782,152.0,True
2.0,1130.0,60.0,True
2.0,760.0,50.0,False
3.0,1480.0,87.72,True
3.5,2250.0,110.0,True
3.0,2041.0,96.73,True
1.0,459.0,26.0,False
2.0,597.0,53.02,True
1.0,608.0,32.0,True
1.0,725.0,23.08,True
2.0,567.71,57.0,True
2.5,699.43,51.64,True
1.0,499.0,48.0,False
1.0,577.0,48.47,False
2.0,519.14,51.08,True
3.0,895.0,74.0,True
2.0,778.0,69.23,True
2.0,950.59,60.74,True
1.0,865.0,32.0,False
2.0,879.79,72.06,True
2.0,938.98,57.73,True
3.0,1600.0,94.0,True
2.5,1830.6,81.0,True
3.0,1820.0,94.76,True
3.0,1013.44,71.91,True
3.0,1149.7,106.26,True
2.0,1420.2532261816891,56.14,True
3.0,1745.0,97.17,True
2.0,813.0,58.34,True
3.0,1353.79,94.5,True
3.5,2800.0,116.0,True
2.0,420.42,46.0,False
3.0,641.0,62.4,True
2.0,826.6,54.3,True
3.0,769.01,70.72,True
3.0,875.0,73.05,True
3.0,750.0,68.0,True
2.0,669.0,61.69,True
2.0,1218.0,60.9,True
2.0,1110.0,63.0,True
3.0,976.0,78.88,True
3.0,795.0,69.0,True
1.5,775.46,61.98,True
2.0,1299.0,55.08,False
8.5,4414.78,316.98,True
2.0,1750.0,74.89,True
3.0,1845.3798392725337,80.27,True
1.0,694.0,40.0,True
5.0,2500.0,150.0,True
2.0,739.0,56.0,False
3.0,1744.5,87.44,True
3.0,899.0,78.0,True
4.0,1775.0,124.25,True
2.5,780.0,70.0,False
2.5,1360.0,61.79,True
4.0,1611.5064523633782,114.15,True
2.0,699.0,55.0,True
1.0,565.0,22.88,True
4.0,960.0,81.58,True
3.0,910.0,85.78,True
3.0,1350.0,110.94,False
2.0,1659.0,79.88,True
3.0,1765.0,90.0,True
1.0,402.7,32.6,False
2.0,1121.32,56.74,False
2.0,664.65,55.01,True
2.5,2950.0,161.0,True
3.0,1783.0,115.0,False
1.0,562.05,29.68,True
5.0,2988.6330654542226,201.0,True
2.0,793.71,65.25,False
2.0,870.0,54.11,True
2.0,766.0,73.14,True
4.0,2083.0,126.0,True
2.0,710.39,56.33,True
1.0,1049.0,40.51,False
1.0,489.47,37.0,True
5.0,1755.0,118.0,True
3.0,2340.0,125.0,True
3.0,899.0,88.2,False
3.0,2622.9,121.15,True
3.0,628.0,65.06,True
2.0,1122.0,53.99,True
4.0,1214.0,88.7,True
3.5,855.39,75.51,True
1.0,898.97,53.51,False
4.0,3620.0,173.0,True
3.5,1550.0,88.0,False
4.5,2693.0,137.26,True
2.0,600.0,43.0,False
2.0,1142.23,65.27,True
1.0,754.35,55.85,False
2.0,1426.43,71.68,True
3.0,1706.0,97.5,True
2.0,1534.06,67.65,True
1.0,1610.0,71.0,True
2.0,1149.66,63.87,False
2.0,1650.0,81.0,False
1.0,514.59,36.03,True
3.0,1499.0,104.0,True
3.0,1759.95,78.22,True
1.0,423.24,40.46,True
1.0,730.0,14.0,True
2.0,799.0,60.0,True
2.0,738.63,68.0,False
2.0,1292.0,84.0,True
2.0,1004.0,62.7,True
4.0,730.87,90.0,True
5.0,2029.0,105.0,True
2.0,659.0,56.0,True
3.0,2038.94,115.81,True
2.0,748.22,61.17,True
1.0,707.0,37.3,False
2.0,955.0,61.0,True
2.5,1150.0,60.0,False
4.0,930.506452363378,11.0,True
4.0,3500.0,122.0,True
3.0,722.04,70.28,True
2.0,976.0,46.65,False
3.0,932.02,79.73,True
1.0,728.39,47.11,True
5.0,2638.4,131.92,True
2.0,1059.0,59.2,True
4.0,2069.26,82.77,True
2.0,751.0,51.8,True
3.0,1427.6,77.1,True
4.0,1675.0,100.0,True
3.0,802.0,67.35,True
3.0,1359.5,69.47,False
3.0,1037.71,89.2,False
5.0,3160.0,169.53,False
2.0,1335.0,54.0,True
3.0,1479.0,119.0,True
5.0,2314.0,122.0,True
2.0,949.0,55.97,True
2.0,1300.0,65.0,True
4.0,1090.0,80.0,True
2.0,1404.0,117.0,False
3.0,1325.0,95.91,True
2.0,682.0,54.04,False
1.0,541.0,40.95,True
2.0,1800.0,51.59,False
